Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
RGEN,REPLIGEN CORP,Health Care,Equity,"2,308,465.89",0.02,"2,308,465.89","14,409.00",160.21,United States,NASDAQ,USD,1.00,--
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"2,303,085.26",0.02,"2,303,085.26","9,833.00",234.22,United States,NASDAQ,USD,1.00,--
TTEK,TETRA TECH INC,Industrials,Equity,"2,303,510.88",0.02,"2,303,510.88","13,998.00",164.56,United States,NASDAQ,USD,1.00,--
TTC,TORO,Industrials,Equity,"2,293,299.22",0.02,"2,293,299.22","27,491.00",83.42,United States,New York Stock Exchange Inc.,USD,1.00,--
CHDN,CHURCHILL DOWNS INC,Consumer Discretionary,Equity,"2,284,483.70",0.02,"2,284,483.70","18,982.00",120.35,United States,NASDAQ,USD,1.00,--
GLOB,GLOBANT SA,Information Technology,Equity,"2,281,223.50",0.02,"2,281,223.50","10,715.00",212.90,United States,New York Stock Exchange Inc.,USD,1.00,--
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity,"2,281,490.75",0.02,"2,281,490.75","128,825.00",17.71,United States,New York Stock Exchange Inc.,USD,1.00,--
CCK,CROWN HOLDINGS INC,Materials,Equity,"2,278,976.73",0.02,"2,278,976.73","27,681.00",82.33,United States,New York Stock Exchange Inc.,USD,1.00,--
RHI,ROBERT HALF,Industrials,Equity,"2,273,790.17",0.02,"2,273,790.17","27,889.00",81.53,United States,New York Stock Exchange Inc.,USD,1.00,--
BJ,BJS WHOLESALE CLUB HOLDINGS INC,Consumer Staples,Equity,"2,267,765.50",0.02,"2,267,765.50","34,475.00",65.78,United States,New York Stock Exchange Inc.,USD,1.00,--
CLF,CLEVELAND CLIFFS INC,Materials,Equity,"2,264,286.15",0.02,"2,264,286.15","134,379.00",16.85,United States,New York Stock Exchange Inc.,USD,1.00,--
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,"2,259,890.64",0.02,"2,259,890.64","9,992.00",226.17,United States,New York Stock Exchange Inc.,USD,1.00,--
AIZ,ASSURANT INC,Financials,Equity,"2,258,109.56",0.02,"2,258,109.56","13,774.00",163.94,United States,New York Stock Exchange Inc.,USD,1.00,--
LAMR,LAMAR ADVERTISING COMPANY CLAS,Real Estate,Equity,"2,251,857.28",0.02,"2,251,857.28","22,922.00",98.24,United States,NASDAQ,USD,1.00,--
CHE,CHEMED CORP,Health Care,Equity,"2,250,870.72",0.02,"2,250,870.72","3,876.00",580.72,United States,New York Stock Exchange Inc.,USD,1.00,--
NWSA,NEWS CORP CLASS A,Communication,Equity,"2,239,514.60",0.02,"2,239,514.60","102,028.00",21.95,United States,NASDAQ,USD,1.00,--
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity,"2,236,775.84",0.02,"2,236,775.84","82,721.00",27.04,United States,New York Stock Exchange Inc.,USD,1.00,--
EWBC,EAST WEST BANCORP INC,Financials,Equity,"2,237,051.30",0.02,"2,237,051.30","36,685.00",60.98,United States,NASDAQ,USD,1.00,--
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity,"2,232,680.32",0.02,"2,232,680.32","33,808.00",66.04,United States,New York Stock Exchange Inc.,USD,1.00,--
CUBE,CUBESMART REIT,Real Estate,Equity,"2,226,224.56",0.02,"2,226,224.56","57,764.00",38.54,United States,New York Stock Exchange Inc.,USD,1.00,--
PNW,PINNACLE WEST CORP,Utilities,Equity,"2,222,167.80",0.02,"2,222,167.80","30,172.00",73.65,United States,New York Stock Exchange Inc.,USD,1.00,--
WTRG,ESSENTIAL UTILITIES INC,Utilities,Equity,"2,214,716.00",0.02,"2,214,716.00","63,350.00",34.96,United States,New York Stock Exchange Inc.,USD,1.00,--
BXP,BOSTON PROPERTIES REIT INC,Real Estate,Equity,"2,214,637.46",0.02,"2,214,637.46","41,027.00",53.98,United States,New York Stock Exchange Inc.,USD,1.00,--
UNM,UNUM,Financials,Equity,"2,211,961.18",0.02,"2,211,961.18","51,766.00",42.73,United States,New York Stock Exchange Inc.,USD,1.00,--
PEN,PENUMBRA INC,Health Care,Equity,"2,198,874.88",0.02,"2,198,874.88","9,491.00",231.68,United States,New York Stock Exchange Inc.,USD,1.00,--
ATR,APTARGROUP INC,Materials,Equity,"2,196,875.59",0.02,"2,196,875.59","17,087.00",128.57,United States,New York Stock Exchange Inc.,USD,1.00,--
CLH,CLEAN HARBORS INC,Industrials,Equity,"2,189,783.07",0.02,"2,189,783.07","13,269.00",165.03,United States,New York Stock Exchange Inc.,USD,1.00,--
DOCU,DOCUSIGN INC,Information Technology,Equity,"2,184,842.00",0.02,"2,184,842.00","51,700.00",42.26,United States,NASDAQ,USD,1.00,--
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"2,164,539.96",0.02,"2,164,539.96","15,642.00",138.38,United States,New York Stock Exchange Inc.,USD,1.00,--
APP,APPLOVIN CORP CLASS A,Information Technology,Equity,"2,161,888.56",0.02,"2,161,888.56","55,094.00",39.24,United States,NASDAQ,USD,1.00,--
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity,"2,146,951.17",0.02,"2,146,951.17","41,391.00",51.87,United States,New York Stock Exchange Inc.,USD,1.00,--
U,UNITY SOFTWARE INC,Information Technology,Equity,"2,144,192.82",0.02,"2,144,192.82","74,998.00",28.59,United States,New York Stock Exchange Inc.,USD,1.00,--
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,"2,138,719.17",0.02,"2,138,719.17","19,159.00",111.63,United States,New York Stock Exchange Inc.,USD,1.00,--
WMS,ADVANCED DRAINAGE SYSTEMS INC,Industrials,Equity,"2,136,421.88",0.02,"2,136,421.88","17,881.00",119.48,United States,New York Stock Exchange Inc.,USD,1.00,--
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,"2,128,021.44",0.02,"2,128,021.44","150,284.00",14.16,United States,NASDAQ,USD,1.00,--
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"2,123,981.09",0.02,"2,123,981.09","61,369.00",34.61,United States,New York Stock Exchange Inc.,USD,1.00,--
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"2,113,762.41",0.02,"2,113,762.41","171,711.00",12.31,United States,NASDAQ,USD,1.00,--
CW,CURTISS WRIGHT CORP,Industrials,Equity,"2,113,859.04",0.02,"2,113,859.04","9,876.00",214.04,United States,New York Stock Exchange Inc.,USD,1.00,--
FOXA,FOX CORP CLASS A,Communication,Equity,"2,111,386.20",0.02,"2,111,386.20","69,545.00",30.36,United States,NASDAQ,USD,1.00,--
IBKR,INTERACTIVE BROKERS GROUP INC CLAS,Financials,Equity,"2,099,884.05",0.02,"2,099,884.05","26,037.00",80.65,United States,NASDAQ,USD,1.00,--
LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,Equity,"2,089,776.48",0.02,"2,089,776.48","35,981.00",58.08,United States,NASDAQ,USD,1.00,--
LEA,LEAR CORP,Consumer Discretionary,Equity,"2,088,904.44",0.02,"2,088,904.44","15,666.00",133.34,United States,New York Stock Exchange Inc.,USD,1.00,--
GWRE,GUIDEWIRE SOFTWARE INC,Information Technology,Equity,"2,085,069.28",0.02,"2,085,069.28","21,469.00",97.12,United States,New York Stock Exchange Inc.,USD,1.00,--
BERY,BERRY GLOBAL GROUP INC,Materials,Equity,"2,075,490.56",0.02,"2,075,490.56","32,384.00",64.09,United States,New York Stock Exchange Inc.,USD,1.00,--
PRI,PRIMERICA INC,Financials,Equity,"2,068,386.96",0.02,"2,068,386.96","9,827.00",210.48,United States,New York Stock Exchange Inc.,USD,1.00,--
KNSL,KINSALE CAPITAL GROUP INC,Financials,Equity,"2,067,084.29",0.02,"2,067,084.29","5,699.00",362.71,United States,New York Stock Exchange Inc.,USD,1.00,--
DINO,HF SINCLAIR CORP,Energy,Equity,"2,057,580.49",0.02,"2,057,580.49","37,733.00",54.53,United States,New York Stock Exchange Inc.,USD,1.00,--
OLED,UNIVERSAL DISPLAY CORP,Information Technology,Equity,"2,053,896.30",0.02,"2,053,896.30","12,414.00",165.45,United States,NASDAQ,USD,1.00,--
RRC,RANGE RESOURCES CORP,Energy,Equity,"2,052,212.80",0.02,"2,052,212.80","61,370.00",33.44,United States,New York Stock Exchange Inc.,USD,1.00,--
RGLD,ROYAL GOLD INC,Materials,Equity,"2,047,563.96",0.02,"2,047,563.96","17,618.00",116.22,United States,NASDAQ,USD,1.00,--
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"2,046,238.72",0.02,"2,046,238.72","49,957.00",40.96,United States,New York Stock Exchange Inc.,USD,1.00,--
LNW,LIGHT WONDER INC,Consumer Discretionary,Equity,"2,032,341.84",0.02,"2,032,341.84","23,256.00",87.39,United States,NASDAQ,USD,1.00,--
CELH,CELSIUS HOLDINGS INC,Consumer Staples,Equity,"2,031,705.60",0.02,"2,031,705.60","37,680.00",53.92,United States,NASDAQ,USD,1.00,--
HEI,HEICO CORP,Industrials,Equity,"2,030,421.86",0.02,"2,030,421.86","11,698.00",173.57,United States,New York Stock Exchange Inc.,USD,1.00,--
X,US STEEL CORP,Materials,Equity,"2,023,669.30",0.02,"2,023,669.30","58,319.00",34.70,United States,New York Stock Exchange Inc.,USD,1.00,--
XP,XP CLASS A INC,Financials,Equity,"2,009,877.30",0.02,"2,009,877.30","86,670.00",23.19,United States,NASDAQ,USD,1.00,--
ORI,OLD REPUBLIC INTERNATIONAL CORP,Financials,Equity,"2,008,733.75",0.02,"2,008,733.75","69,869.00",28.75,United States,New York Stock Exchange Inc.,USD,1.00,--
TXRH,TEXAS ROADHOUSE INC,Consumer Discretionary,Equity,"2,007,800.34",0.02,"2,007,800.34","17,938.00",111.93,United States,NASDAQ,USD,1.00,--
WWD,WOODWARD INC,Industrials,Equity,"1,996,408.96",0.02,"1,996,408.96","15,106.00",132.16,United States,NASDAQ,USD,1.00,--
WEX,WEX INC,Financials,Equity,"1,995,649.26",0.02,"1,995,649.26","11,497.00",173.58,United States,New York Stock Exchange Inc.,USD,1.00,--
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,"1,979,956.08",0.02,"1,979,956.08","45,928.00",43.11,United States,New York Stock Exchange Inc.,USD,1.00,--
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Equity,"1,971,133.68",0.02,"1,971,133.68","16,194.00",121.72,United States,NASDAQ,USD,1.00,--
EGP,EASTGROUP PROPERTIES REIT INC,Real Estate,Equity,"1,969,796.97",0.02,"1,969,796.97","11,441.00",172.17,United States,New York Stock Exchange Inc.,USD,1.00,--
RRX,REGAL REXNORD CORP,Industrials,Equity,"1,965,060.86",0.02,"1,965,060.86","17,086.00",115.01,United States,New York Stock Exchange Inc.,USD,1.00,--
NOV,NOV INC,Energy,Equity,"1,961,400.80",0.02,"1,961,400.80","103,504.00",18.95,United States,New York Stock Exchange Inc.,USD,1.00,--
SWN,SOUTHWESTERN ENERGY,Energy,Equity,"1,956,024.00",0.02,"1,956,024.00","291,075.00",6.72,United States,New York Stock Exchange Inc.,USD,1.00,--
NYT,NEW YORK TIMES CLASS A,Communication,Equity,"1,956,346.40",0.02,"1,956,346.40","42,940.00",45.56,United States,New York Stock Exchange Inc.,USD,1.00,--
SRPT,SAREPTA THERAPEUTICS INC,Health Care,Equity,"1,955,191.80",0.02,"1,955,191.80","23,340.00",83.77,United States,NASDAQ,USD,1.00,--
WSC,WILLSCOT MOBILE MINI HOLDINGS CORP,Industrials,Equity,"1,949,057.64",0.02,"1,949,057.64","51,318.00",37.98,United States,NASDAQ,USD,1.00,--
RMBS,RAMBUS INC,Information Technology,Equity,"1,943,072.82",0.02,"1,943,072.82","28,782.00",67.51,United States,NASDAQ,USD,1.00,--
JLL,JONES LANG LASALLE INC,Real Estate,Equity,"1,943,139.08",0.02,"1,943,139.08","12,517.00",155.24,United States,New York Stock Exchange Inc.,USD,1.00,--
COLD,AMERICOLD REALTY INC TRUST,Real Estate,Equity,"1,941,088.32",0.02,"1,941,088.32","69,723.00",27.84,United States,New York Stock Exchange Inc.,USD,1.00,--
BWXT,BWX TECHNOLOGIES INC,Industrials,Equity,"1,941,525.72",0.02,"1,941,525.72","24,777.00",78.36,United States,New York Stock Exchange Inc.,USD,1.00,--
DBX,DROPBOX INC CLASS A,Information Technology,Equity,"1,940,407.65",0.02,"1,940,407.65","68,931.00",28.15,United States,NASDAQ,USD,1.00,--
ALLY,ALLY FINANCIAL INC,Financials,Equity,"1,933,720.50",0.02,"1,933,720.50","71,355.00",27.10,United States,New York Stock Exchange Inc.,USD,1.00,--
DCI,DONALDSON INC,Industrials,Equity,"1,932,579.84",0.02,"1,932,579.84","32,124.00",60.16,United States,New York Stock Exchange Inc.,USD,1.00,--
CACI,CACI INTERNATIONAL INC CLASS A,Industrials,Equity,"1,928,553.46",0.02,"1,928,553.46","5,963.00",323.42,United States,New York Stock Exchange Inc.,USD,1.00,--
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"1,919,063.51",0.02,"1,919,063.51","20,839.00",92.09,United States,New York Stock Exchange Inc.,USD,1.00,--
GNTX,GENTEX CORP,Consumer Discretionary,Equity,"1,916,992.14",0.02,"1,916,992.14","61,719.00",31.06,United States,NASDAQ,USD,1.00,--
OHI,OMEGA HEALTHCARE INVESTORS REIT IN,Real Estate,Equity,"1,910,459.28",0.02,"1,910,459.28","60,153.00",31.76,United States,New York Stock Exchange Inc.,USD,1.00,--
HRB,H&R BLOCK INC,Consumer Discretionary,Equity,"1,910,541.98",0.02,"1,910,541.98","40,841.00",46.78,United States,New York Stock Exchange Inc.,USD,1.00,--
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,"1,909,667.20",0.02,"1,909,667.20","15,680.00",121.79,United States,New York Stock Exchange Inc.,USD,1.00,--
AR,ANTERO RESOURCES CORP,Energy,Equity,"1,902,060.90",0.02,"1,902,060.90","75,870.00",25.07,United States,New York Stock Exchange Inc.,USD,1.00,--
FCN,FTI CONSULTING INC,Industrials,Equity,"1,896,447.61",0.02,"1,896,447.61","8,563.00",221.47,United States,New York Stock Exchange Inc.,USD,1.00,--
MUSA,MURPHY USA INC,Consumer Discretionary,Equity,"1,896,663.60",0.02,"1,896,663.60","5,130.00",369.72,United States,New York Stock Exchange Inc.,USD,1.00,--
TREX,TREX INC,Industrials,Equity,"1,896,092.06",0.02,"1,896,092.06","28,057.00",67.58,United States,New York Stock Exchange Inc.,USD,1.00,--
SKX,SKECHERS USA INC CLASS A,Consumer Discretionary,Equity,"1,892,973.39",0.02,"1,892,973.39","34,349.00",55.11,United States,New York Stock Exchange Inc.,USD,1.00,--
NNN,NNN REIT INC,Real Estate,Equity,"1,893,855.60",0.02,"1,893,855.60","47,970.00",39.48,United States,New York Stock Exchange Inc.,USD,1.00,--
WING,WINGSTOP INC,Consumer Discretionary,Equity,"1,892,186.45",0.02,"1,892,186.45","8,057.00",234.85,United States,NASDAQ,USD,1.00,--
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"1,883,389.86",0.02,"1,883,389.86","61,974.00",30.39,United States,New York Stock Exchange Inc.,USD,1.00,--
KBR,KBR INC,Industrials,Equity,"1,876,135.16",0.02,"1,876,135.16","35,852.00",52.33,United States,New York Stock Exchange Inc.,USD,1.00,--
IONS,IONIS PHARMACEUTICALS INC,Health Care,Equity,"1,871,843.32",0.02,"1,871,843.32","37,754.00",49.58,United States,NASDAQ,USD,1.00,--
LAD,LITHIA MOTORS INC,Consumer Discretionary,Equity,"1,859,879.07",0.02,"1,859,879.07","6,937.00",268.11,United States,New York Stock Exchange Inc.,USD,1.00,--
BRKR,BRUKER CORP,Health Care,Equity,"1,857,307.60",0.02,"1,857,307.60","28,552.00",65.05,United States,NASDAQ,USD,1.00,--
SSD,SIMPSON MANUFACTURING INC,Industrials,Equity,"1,855,846.56",0.02,"1,855,846.56","11,422.00",162.48,United States,New York Stock Exchange Inc.,USD,1.00,--
GPK,GRAPHIC PACKAGING HOLDING,Materials,Equity,"1,851,026.10",0.02,"1,851,026.10","81,543.00",22.70,United States,New York Stock Exchange Inc.,USD,1.00,--
AXTA,AXALTA COATING SYSTEMS LTD,Materials,Equity,"1,849,024.08",0.02,"1,849,024.08","59,723.00",30.96,United States,New York Stock Exchange Inc.,USD,1.00,--
CTLT,CATALENT INC,Health Care,Equity,"1,847,854.80",0.02,"1,847,854.80","46,663.00",39.60,United States,New York Stock Exchange Inc.,USD,1.00,--
MORN,MORNINGSTAR INC,Financials,Equity,"1,847,238.90",0.02,"1,847,238.90","6,682.00",276.45,United States,NASDAQ,USD,1.00,--
RBC,RBC BEARINGS INC,Industrials,Equity,"1,843,585.92",0.02,"1,843,585.92","7,632.00",241.56,United States,New York Stock Exchange Inc.,USD,1.00,--
INGR,INGREDION INC,Consumer Staples,Equity,"1,836,676.50",0.02,"1,836,676.50","17,618.00",104.25,United States,New York Stock Exchange Inc.,USD,1.00,--
THC,TENET HEALTHCARE CORP,Health Care,Equity,"1,834,941.16",0.02,"1,834,941.16","27,092.00",67.73,United States,New York Stock Exchange Inc.,USD,1.00,--
AGCO,AGCO CORP,Industrials,Equity,"1,834,581.80",0.02,"1,834,581.80","16,090.00",114.02,United States,New York Stock Exchange Inc.,USD,1.00,--
VOYA,VOYA FINANCIAL INC,Financials,Equity,"1,833,505.38",0.02,"1,833,505.38","25,886.00",70.83,United States,New York Stock Exchange Inc.,USD,1.00,--
ARW,ARROW ELECTRONICS INC,Information Technology,Equity,"1,828,144.64",0.02,"1,828,144.64","15,232.00",120.02,United States,New York Stock Exchange Inc.,USD,1.00,--
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"1,828,968.35",0.02,"1,828,968.35","16,285.00",112.31,United States,New York Stock Exchange Inc.,USD,1.00,--
CG,CARLYLE GROUP INC,Financials,Equity,"1,824,528.70",0.02,"1,824,528.70","56,330.00",32.39,United States,NASDAQ,USD,1.00,--
DAR,DARLING INGREDIENTS INC,Consumer Staples,Equity,"1,803,858.21",0.02,"1,803,858.21","41,727.00",43.23,United States,New York Stock Exchange Inc.,USD,1.00,--
CIEN,CIENA CORP,Information Technology,Equity,"1,801,241.20",0.02,"1,801,241.20","39,380.00",45.74,United States,New York Stock Exchange Inc.,USD,1.00,--
XRAY,DENTSPLY SIRONA INC,Health Care,Equity,"1,801,255.68",0.02,"1,801,255.68","57,438.00",31.36,United States,NASDAQ,USD,1.00,--
PATH,UIPATH INC CLASS A,Information Technology,Equity,"1,800,220.89",0.02,"1,800,220.89","98,319.00",18.31,United States,New York Stock Exchange Inc.,USD,1.00,--
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"1,784,505.87",0.02,"1,784,505.87","60,267.00",29.61,United States,New York Stock Exchange Inc.,USD,1.00,--
FHN,FIRST HORIZON CORP,Financials,Equity,"1,782,137.70",0.02,"1,782,137.70","146,678.00",12.15,United States,New York Stock Exchange Inc.,USD,1.00,--
OGE,OGE ENERGY CORP,Utilities,Equity,"1,778,155.00",0.02,"1,778,155.00","50,950.00",34.90,United States,New York Stock Exchange Inc.,USD,1.00,--
UFPI,UFP INDUSTRIES INC,Industrials,Equity,"1,777,492.21",0.02,"1,777,492.21","16,067.00",110.63,United States,NASDAQ,USD,1.00,--
CHRD,CHORD ENERGY CORP,Energy,Equity,"1,775,991.00",0.02,"1,775,991.00","11,031.00",161.00,United States,NASDAQ,USD,1.00,--
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"1,774,785.48",0.02,"1,774,785.48","74,321.00",23.88,United States,New York Stock Exchange Inc.,USD,1.00,--
BRBR,BELLRING BRANDS INC,Consumer Staples,Equity,"1,772,263.79",0.02,"1,772,263.79","34,949.00",50.71,United States,New York Stock Exchange Inc.,USD,1.00,--
WH,WYNDHAM HOTELS RESORTS INC,Consumer Discretionary,Equity,"1,770,206.93",0.02,"1,770,206.93","22,663.00",78.11,United States,New York Stock Exchange Inc.,USD,1.00,--
FIX,COMFORT SYSTEMS USA INC,Industrials,Equity,"1,765,779.84",0.02,"1,765,779.84","8,928.00",197.78,United States,New York Stock Exchange Inc.,USD,1.00,--
ACHC,ACADIA HEALTHCARE COMPANY INC,Health Care,Equity,"1,765,824.08",0.02,"1,765,824.08","24,196.00",72.98,United States,NASDAQ,USD,1.00,--
QLYS,QUALYS INC,Information Technology,Equity,"1,762,287.68",0.02,"1,762,287.68","9,832.00",179.24,United States,NASDAQ,USD,1.00,--
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"1,758,878.88",0.02,"1,758,878.88","5,676.00",309.88,United States,New York Stock Exchange Inc.,USD,1.00,--
EXEL,EXELIXIS INC,Health Care,Equity,"1,757,152.00",0.02,"1,757,152.00","81,728.00",21.50,United States,NASDAQ,USD,1.00,--
MAT,MATTEL INC,Consumer Discretionary,Equity,"1,757,427.00",0.02,"1,757,427.00","94,740.00",18.55,United States,NASDAQ,USD,1.00,--
MIDD,MIDDLEBY CORP,Industrials,Equity,"1,753,662.66",0.02,"1,753,662.66","14,163.00",123.82,United States,NASDAQ,USD,1.00,--
WCC,WESCO INTERNATIONAL INC,Industrials,Equity,"1,748,911.05",0.02,"1,748,911.05","11,457.00",152.65,United States,New York Stock Exchange Inc.,USD,1.00,--
KRTX,KARUNA THERAPEUTICS INC,Health Care,Equity,"1,745,379.90",0.02,"1,745,379.90","9,279.00",188.10,United States,NASDAQ,USD,1.00,--
JEF,JEFFERIES FINANCIAL GROUP INC,Financials,Equity,"1,740,996.61",0.01,"1,740,996.61","49,871.00",34.91,United States,New York Stock Exchange Inc.,USD,1.00,--
GXO,GXO LOGISTICS INC,Industrials,Equity,"1,729,886.46",0.01,"1,729,886.46","30,531.00",56.66,United States,New York Stock Exchange Inc.,USD,1.00,--
FMC,FMC CORP,Materials,Equity,"1,726,081.28",0.01,"1,726,081.28","32,494.00",53.12,United States,New York Stock Exchange Inc.,USD,1.00,--
MTDR,MATADOR RESOURCES,Energy,Equity,"1,723,943.15",0.01,"1,723,943.15","29,555.00",58.33,United States,New York Stock Exchange Inc.,USD,1.00,--
TPX,TEMPUR SEALY INTERNATIONAL INC,Consumer Discretionary,Equity,"1,716,021.44",0.01,"1,716,021.44","43,312.00",39.62,United States,New York Stock Exchange Inc.,USD,1.00,--
ARMK,ARAMARK,Consumer Discretionary,Equity,"1,709,403.84",0.01,"1,709,403.84","60,768.00",28.13,United States,New York Stock Exchange Inc.,USD,1.00,--
ONTO,ONTO INNOVATION INC,Information Technology,Equity,"1,701,003.35",0.01,"1,701,003.35","12,457.00",136.55,United States,New York Stock Exchange Inc.,USD,1.00,--
NYCB,NEW YORK COMMUNITY BANCORP INC,Financials,Equity,"1,696,144.01",0.01,"1,696,144.01","185,777.00",9.13,United States,New York Stock Exchange Inc.,USD,1.00,--
OSK,OSHKOSH CORP,Industrials,Equity,"1,693,933.68",0.01,"1,693,933.68","17,592.00",96.29,United States,New York Stock Exchange Inc.,USD,1.00,--
SF,STIFEL FINANCIAL CORP,Financials,Equity,"1,688,597.12",0.01,"1,688,597.12","27,328.00",61.79,United States,New York Stock Exchange Inc.,USD,1.00,--
BRX,BRIXMOR PROPERTY GROUP REIT INC,Real Estate,Equity,"1,689,444.40",0.01,"1,689,444.40","78,946.00",21.40,United States,New York Stock Exchange Inc.,USD,1.00,--
MSFUT,CASH COLLATERAL MSFUT USD,Cash and/or Derivatives,Cash Collateral and Margins,"1,685,459.03",0.01,"1,685,459.03","1,685,459.00",100.00,United States,--,USD,1.00,"Feb 01, 2009"
BILL,BILL HOLDINGS INC,Information Technology,Equity,"1,685,993.62",0.01,"1,685,993.62","26,501.00",63.62,United States,New York Stock Exchange Inc.,USD,1.00,--
SPSC,SPS COMMERCE INC,Information Technology,Equity,"1,682,114.85",0.01,"1,682,114.85","9,659.00",174.15,United States,NASDAQ,USD,1.00,--
EXP,EAGLE MATERIALS INC,Materials,Equity,"1,675,354.40",0.01,"1,675,354.40","9,391.00",178.40,United States,New York Stock Exchange Inc.,USD,1.00,--
WFRD,WEATHERFORD INTERNATIONAL PLC,Energy,Equity,"1,670,073.97",0.01,"1,670,073.97","18,049.00",92.53,United States,NASDAQ,USD,1.00,--
SAIC,SCIENCE APPLICATIONS INTERNATIONAL,Industrials,Equity,"1,670,649.50",0.01,"1,670,649.50","14,365.00",116.30,United States,New York Stock Exchange Inc.,USD,1.00,--
EHC,ENCOMPASS HEALTH CORP,Health Care,Equity,"1,662,135.66",0.01,"1,662,135.66","25,161.00",66.06,United States,New York Stock Exchange Inc.,USD,1.00,--
MEDP,MEDPACE HOLDINGS INC,Health Care,Equity,"1,659,835.65",0.01,"1,659,835.65","5,995.00",276.87,United States,NASDAQ,USD,1.00,--
PCTY,PAYLOCITY HOLDING CORP,Industrials,Equity,"1,655,946.40",0.01,"1,655,946.40","10,960.00",151.09,United States,NASDAQ,USD,1.00,--
SOFI,SOFI TECHNOLOGIES INC,Financials,Equity,"1,651,487.40",0.01,"1,651,487.40","239,346.00",6.90,United States,NASDAQ,USD,1.00,--
Z,ZILLOW GROUP INC CLASS C,Real Estate,Equity,"1,651,948.48",0.01,"1,651,948.48","41,548.00",39.76,United States,NASDAQ,USD,1.00,--
APG,API GROUP CORP,Industrials,Equity,"1,651,086.47",0.01,"1,651,086.47","55,387.00",29.81,United States,New York Stock Exchange Inc.,USD,1.00,--
STAG,STAG INDUSTRIAL REIT INC,Real Estate,Equity,"1,648,257.30",0.01,"1,648,257.30","46,015.00",35.82,United States,New York Stock Exchange Inc.,USD,1.00,--
CGNX,COGNEX CORP,Information Technology,Equity,"1,643,387.06",0.01,"1,643,387.06","44,633.00",36.82,United States,NASDAQ,USD,1.00,--
SCCO,SOUTHERN COPPER CORP,Materials,Equity,"1,639,487.39",0.01,"1,639,487.39","21,793.00",75.23,Peru,New York Stock Exchange Inc.,USD,1.00,--
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"1,633,552.80",0.01,"1,633,552.80","113,520.00",14.39,United States,New York Stock Exchange Inc.,USD,1.00,--
DUOL,DUOLINGO INC CLASS A,Consumer Discretionary,Equity,"1,623,319.39",0.01,"1,623,319.39","7,427.00",218.57,United States,NASDAQ,USD,1.00,--
SWAV,SHOCKWAVE MEDICAL INC,Health Care,Equity,"1,618,049.88",0.01,"1,618,049.88","9,297.00",174.04,United States,NASDAQ,USD,1.00,--
ESTC,ELASTIC NV,Information Technology,Equity,"1,618,233.00",0.01,"1,618,233.00","20,948.00",77.25,United States,New York Stock Exchange Inc.,USD,1.00,--
ELF,ELF BEAUTY INC,Consumer Staples,Equity,"1,602,878.40",0.01,"1,602,878.40","14,090.00",113.76,United States,New York Stock Exchange Inc.,USD,1.00,--
ENSG,ENSIGN GROUP INC,Health Care,Equity,"1,596,584.83",0.01,"1,596,584.83","14,711.00",108.53,United States,NASDAQ,USD,1.00,--
MUR,MURPHY OIL CORP,Energy,Equity,"1,588,930.11",0.01,"1,588,930.11","37,413.00",42.47,United States,New York Stock Exchange Inc.,USD,1.00,--
LSTR,LANDSTAR SYSTEM INC,Industrials,Equity,"1,585,444.74",0.01,"1,585,444.74","9,082.00",174.57,United States,NASDAQ,USD,1.00,--
OWL,BLUE OWL CAPITAL INC CLASS A,Financials,Equity,"1,583,265.04",0.01,"1,583,265.04","116,588.00",13.58,United States,New York Stock Exchange Inc.,USD,1.00,--
SITE,SITEONE LANDSCAPE SUPPLY INC,Industrials,Equity,"1,580,998.20",0.01,"1,580,998.20","11,309.00",139.80,United States,New York Stock Exchange Inc.,USD,1.00,--
