Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
DHR,DANAHER CORP,Health Care,Equity,"38,235,992.70",0.33,"38,235,992.70","172,779.00",221.30,United States,New York Stock Exchange Inc.,USD,1.00,--
QCOM,QUALCOMM INC,Information Technology,Equity,"37,341,180.00",0.32,"37,341,180.00","292,872.00",127.50,United States,NASDAQ,USD,1.00,--
AMGN,AMGEN INC,Health Care,Equity,"37,103,984.88",0.32,"37,103,984.88","140,232.00",264.59,United States,NASDAQ,USD,1.00,--
IBM,INTERNATIONAL BUSINESS MACHINES CO,Information Technology,Equity,"37,002,848.64",0.32,"37,002,848.64","238,528.00",155.13,United States,New York Stock Exchange Inc.,USD,1.00,--
TXN,TEXAS INSTRUMENT INC,Information Technology,Equity,"36,681,672.93",0.32,"36,681,672.93","238,301.00",153.93,United States,NASDAQ,USD,1.00,--
COP,CONOCOPHILLIPS,Energy,Equity,"36,556,755.00",0.31,"36,556,755.00","318,300.00",114.85,United States,New York Stock Exchange Inc.,USD,1.00,--
NOW,SERVICENOW INC,Information Technology,Equity,"35,795,335.98",0.31,"35,795,335.98","53,453.00",669.66,United States,New York Stock Exchange Inc.,USD,1.00,--
UNP,UNION PACIFIC CORP,Industrials,Equity,"35,761,752.35",0.31,"35,761,752.35","160,015.00",223.49,United States,New York Stock Exchange Inc.,USD,1.00,--
SPGI,S&P GLOBAL INC,Financials,Equity,"35,021,156.80",0.30,"35,021,156.80","84,368.00",415.10,United States,New York Stock Exchange Inc.,USD,1.00,--
GE,GENERAL ELECTRIC,Industrials,Equity,"34,106,571.20",0.29,"34,106,571.20","285,172.00",119.60,United States,New York Stock Exchange Inc.,USD,1.00,--
NKE,NIKE INC CLASS B,Consumer Discretionary,Equity,"33,759,426.48",0.29,"33,759,426.48","312,819.00",107.92,United States,New York Stock Exchange Inc.,USD,1.00,--
HON,HONEYWELL INTERNATIONAL INC,Industrials,Equity,"33,612,518.73",0.29,"33,612,518.73","174,783.00",192.31,United States,NASDAQ,USD,1.00,--
CAT,CATERPILLAR INC,Industrials,Equity,"33,446,043.54",0.29,"33,446,043.54","135,954.00",246.01,United States,New York Stock Exchange Inc.,USD,1.00,--
AMAT,APPLIED MATERIAL INC,Information Technology,Equity,"33,124,170.08",0.29,"33,124,170.08","221,596.00",149.48,United States,NASDAQ,USD,1.00,--
BA,BOEING,Industrials,Equity,"32,202,740.76",0.28,"32,202,740.76","146,436.00",219.91,United States,New York Stock Exchange Inc.,USD,1.00,--
SBUX,STARBUCKS CORP,Consumer Discretionary,Equity,"30,714,749.52",0.26,"30,714,749.52","296,933.00",103.44,United States,NASDAQ,USD,1.00,--
RTX,RTX CORP,Industrials,Equity,"30,631,324.10",0.26,"30,631,324.10","383,755.00",79.82,United States,New York Stock Exchange Inc.,USD,1.00,--
BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,Equity,"30,561,320.00",0.26,"30,561,320.00","9,764.00","3,130.00",United States,NASDAQ,USD,1.00,--
LOW,LOWES COMPANIES INC,Consumer Discretionary,Equity,"30,555,599.04",0.26,"30,555,599.04","153,948.00",198.48,United States,New York Stock Exchange Inc.,USD,1.00,--
NEE,NEXTERA ENERGY INC,Utilities,Equity,"30,552,316.34",0.26,"30,552,316.34","531,622.00",57.47,United States,New York Stock Exchange Inc.,USD,1.00,--
T,AT&T INC,Communication,Equity,"30,405,938.64",0.26,"30,405,938.64","1,880,392.00",16.17,United States,New York Stock Exchange Inc.,USD,1.00,--
ELV,ELEVANCE HEALTH INC,Health Care,Equity,"29,839,254.93",0.26,"29,839,254.93","62,169.00",479.97,United States,New York Stock Exchange Inc.,USD,1.00,--
ISRG,INTUITIVE SURGICAL INC,Health Care,Equity,"29,041,283.80",0.25,"29,041,283.80","91,961.00",315.80,United States,NASDAQ,USD,1.00,--
GS,GOLDMAN SACHS GROUP INC,Financials,Equity,"28,788,463.68",0.25,"28,788,463.68","85,012.00",338.64,United States,New York Stock Exchange Inc.,USD,1.00,--
UPS,UNITED PARCEL SERVICE INC CLASS B,Industrials,Equity,"28,715,613.75",0.25,"28,715,613.75","190,485.00",150.75,United States,New York Stock Exchange Inc.,USD,1.00,--
BLK,BLACKROCK INC,Financials,Equity,"28,370,821.38",0.24,"28,370,821.38","39,017.00",727.14,United States,New York Stock Exchange Inc.,USD,1.00,--
UBER,UBER TECHNOLOGIES INC,Industrials,Equity,"28,206,197.81",0.24,"28,206,197.81","509,413.00",55.37,United States,New York Stock Exchange Inc.,USD,1.00,--
SYK,STRYKER CORP,Health Care,Equity,"27,411,341.00",0.24,"27,411,341.00","93,220.00",294.05,United States,New York Stock Exchange Inc.,USD,1.00,--
MDT,MEDTRONIC PLC,Health Care,Equity,"27,350,346.30",0.24,"27,350,346.30","348,990.00",78.37,United States,New York Stock Exchange Inc.,USD,1.00,--
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,"27,272,575.26",0.23,"27,272,575.26","551,853.00",49.42,United States,New York Stock Exchange Inc.,USD,1.00,--
TJX,TJX INC,Consumer Discretionary,Equity,"27,172,725.65",0.23,"27,172,725.65","302,087.00",89.95,United States,New York Stock Exchange Inc.,USD,1.00,--
PLD,PROLOGIS REIT INC,Real Estate,Equity,"27,114,704.76",0.23,"27,114,704.76","243,094.00",111.54,United States,New York Stock Exchange Inc.,USD,1.00,--
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"26,721,331.20",0.23,"26,721,331.20","59,328.00",450.40,United States,New York Stock Exchange Inc.,USD,1.00,--
DE,DEERE,Industrials,Equity,"26,267,604.48",0.23,"26,267,604.48","70,848.00",370.76,United States,New York Stock Exchange Inc.,USD,1.00,--
MMC,MARSH & MCLENNAN INC,Financials,Equity,"25,996,678.41",0.22,"25,996,678.41","129,873.00",200.17,United States,New York Stock Exchange Inc.,USD,1.00,--
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"25,508,918.82",0.22,"25,508,918.82","356,818.00",71.49,United States,NASDAQ,USD,1.00,--
AXP,AMERICAN EXPRESS,Financials,Equity,"25,433,638.78",0.22,"25,433,638.78","155,282.00",163.79,United States,New York Stock Exchange Inc.,USD,1.00,--
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"25,261,766.60",0.22,"25,261,766.60","35,210.00",717.46,United States,NASDAQ,USD,1.00,--
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"25,074,689.70",0.22,"25,074,689.70","108,478.00",231.15,United States,NASDAQ,USD,1.00,--
PGR,PROGRESSIVE CORP,Financials,Equity,"24,979,172.54",0.22,"24,979,172.54","153,614.00",162.61,United States,New York Stock Exchange Inc.,USD,1.00,--
GILD,GILEAD SCIENCES INC,Health Care,Equity,"24,827,329.00",0.21,"24,827,329.00","327,970.00",75.70,United States,NASDAQ,USD,1.00,--
MS,MORGAN STANLEY,Financials,Equity,"24,757,943.72",0.21,"24,757,943.72","315,428.00",78.49,United States,New York Stock Exchange Inc.,USD,1.00,--
CB,CHUBB LTD,Financials,Equity,"24,534,534.13",0.21,"24,534,534.13","108,239.00",226.67,United States,New York Stock Exchange Inc.,USD,1.00,--
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"24,340,443.97",0.21,"24,340,443.97","122,443.00",198.79,United States,New York Stock Exchange Inc.,USD,1.00,--
ADI,ANALOG DEVICES INC,Information Technology,Equity,"24,234,828.90",0.21,"24,234,828.90","132,670.00",182.67,United States,NASDAQ,USD,1.00,--
ETN,EATON PLC,Industrials,Equity,"23,928,877.94",0.21,"23,928,877.94","104,534.00",228.91,United States,New York Stock Exchange Inc.,USD,1.00,--
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"23,908,372.55",0.21,"23,908,372.55","67,685.00",353.23,United States,NASDAQ,USD,1.00,--
CVS,CVS HEALTH CORP,Health Care,Equity,"23,231,040.00",0.20,"23,231,040.00","336,000.00",69.14,United States,New York Stock Exchange Inc.,USD,1.00,--
C,CITIGROUP INC,Financials,Equity,"23,050,420.08",0.20,"23,050,420.08","512,004.00",45.02,United States,New York Stock Exchange Inc.,USD,1.00,--
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"22,117,060.20",0.19,"22,117,060.20","286,862.00",77.10,United States,NASDAQ,USD,1.00,--
CI,CIGNA,Health Care,Equity,"22,103,286.15",0.19,"22,103,286.15","76,665.00",288.31,United States,New York Stock Exchange Inc.,USD,1.00,--
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"21,788,693.45",0.19,"21,788,693.45","121,487.00",179.35,United States,New York Stock Exchange Inc.,USD,1.00,--
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"21,763,705.32",0.19,"21,763,705.32","389,124.00",55.93,United States,New York Stock Exchange Inc.,USD,1.00,--
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"21,753,455.73",0.19,"21,753,455.73","27,201.00",799.73,United States,NASDAQ,USD,1.00,--
SNPS,SYNOPSYS INC,Information Technology,Equity,"21,547,601.81",0.19,"21,547,601.81","39,827.00",541.03,United States,NASDAQ,USD,1.00,--
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"20,937,573.90",0.18,"20,937,573.90","377,730.00",55.43,United States,New York Stock Exchange Inc.,USD,1.00,--
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"20,823,320.76",0.18,"20,823,320.76","79,134.00",263.14,United States,NASDAQ,USD,1.00,--
TMUS,T MOBILE US INC,Communication,Equity,"20,820,596.20",0.18,"20,820,596.20","139,820.00",148.91,United States,NASDAQ,USD,1.00,--
CME,CME GROUP INC CLASS A,Financials,Equity,"20,408,295.50",0.18,"20,408,295.50","94,330.00",216.35,United States,NASDAQ,USD,1.00,--
FI,FISERV INC,Financials,Equity,"20,000,493.50",0.17,"20,000,493.50","159,430.00",125.45,United States,New York Stock Exchange Inc.,USD,1.00,--
BX,BLACKSTONE INC,Financials,Equity,"19,984,304.12",0.17,"19,984,304.12","187,154.00",106.78,United States,New York Stock Exchange Inc.,USD,1.00,--
KLAC,KLA CORP,Information Technology,Equity,"19,973,949.31",0.17,"19,973,949.31","36,043.00",554.17,United States,NASDAQ,USD,1.00,--
SO,SOUTHERN,Utilities,Equity,"19,974,765.65",0.17,"19,974,765.65","287,035.00",69.59,United States,New York Stock Exchange Inc.,USD,1.00,--
SLB,SCHLUMBERGER NV,Energy,Equity,"19,643,740.48",0.17,"19,643,740.48","374,024.00",52.52,United States,New York Stock Exchange Inc.,USD,1.00,--
EQIX,EQUINIX REIT INC,Real Estate,Equity,"19,506,852.95",0.17,"19,506,852.95","24,557.00",794.35,United States,NASDAQ,USD,1.00,--
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"19,323,753.03",0.17,"19,323,753.03","469,137.00",41.19,United States,New York Stock Exchange Inc.,USD,1.00,--
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"19,206,745.40",0.17,"19,206,745.40","71,044.00",270.35,United States,NASDAQ,USD,1.00,--
ITW,ILLINOIS TOOL INC,Industrials,Equity,"19,176,809.70",0.17,"19,176,809.70","79,671.00",240.70,United States,New York Stock Exchange Inc.,USD,1.00,--
EOG,EOG RESOURCES INC,Energy,Equity,"19,021,512.61",0.16,"19,021,512.61","154,433.00",123.17,United States,New York Stock Exchange Inc.,USD,1.00,--
WM,WASTE MANAGEMENT INC,Industrials,Equity,"18,369,770.88",0.16,"18,369,770.88","106,944.00",171.77,United States,New York Stock Exchange Inc.,USD,1.00,--
DUK,DUKE ENERGY CORP,Utilities,Equity,"18,332,507.88",0.16,"18,332,507.88","202,883.00",90.36,United States,New York Stock Exchange Inc.,USD,1.00,--
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"17,740,663.50",0.15,"17,740,663.50","37,630.00",471.45,United States,New York Stock Exchange Inc.,USD,1.00,--
BDX,BECTON DICKINSON,Health Care,Equity,"17,625,497.60",0.15,"17,625,497.60","74,432.00",236.80,United States,New York Stock Exchange Inc.,USD,1.00,--
AON,AON PLC CLASS A,Financials,Equity,"17,489,563.74",0.15,"17,489,563.74","53,163.00",328.98,United States,New York Stock Exchange Inc.,USD,1.00,--
SHW,SHERWIN WILLIAMS,Materials,Equity,"17,174,413.80",0.15,"17,174,413.80","62,532.00",274.65,United States,New York Stock Exchange Inc.,USD,1.00,--
CSX,CSX CORP,Industrials,Equity,"17,119,835.25",0.15,"17,119,835.25","525,955.00",32.55,United States,NASDAQ,USD,1.00,--
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,"16,976,520.00",0.15,"16,976,520.00","148,500.00",114.32,United States,New York Stock Exchange Inc.,USD,1.00,--
HUM,HUMANA INC,Health Care,Equity,"16,944,162.80",0.15,"16,944,162.80","32,863.00",515.60,United States,New York Stock Exchange Inc.,USD,1.00,--
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"16,690,316.16",0.14,"16,690,316.16","215,972.00",77.28,United States,New York Stock Exchange Inc.,USD,1.00,--
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"16,622,497.26",0.14,"16,622,497.26","295,039.00",56.34,United States,NASDAQ,USD,1.00,--
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"16,609,907.99",0.14,"16,609,907.99","111,319.00",149.21,United States,New York Stock Exchange Inc.,USD,1.00,--
MCK,MCKESSON CORP,Health Care,Equity,"16,280,645.50",0.14,"16,280,645.50","35,590.00",457.45,United States,New York Stock Exchange Inc.,USD,1.00,--
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"15,968,547.94",0.14,"15,968,547.94","58,222.00",274.27,United States,New York Stock Exchange Inc.,USD,1.00,--
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"15,962,982.42",0.14,"15,962,982.42","7,194.00","2,218.93",United States,New York Stock Exchange Inc.,USD,1.00,--
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"15,908,018.27",0.14,"15,908,018.27","64,319.00",247.33,United States,New York Stock Exchange Inc.,USD,1.00,--
TGT,TARGET CORP,Consumer Staples,Equity,"15,801,201.00",0.14,"15,801,201.00","121,082.00",130.50,United States,New York Stock Exchange Inc.,USD,1.00,--
FDX,FEDEX CORP,Industrials,Equity,"15,653,549.02",0.13,"15,653,549.02","61,037.00",256.46,United States,New York Stock Exchange Inc.,USD,1.00,--
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"15,586,742.66",0.13,"15,586,742.66","15,721.00",991.46,United States,NASDAQ,USD,1.00,"Jan 01, 1970"
MCO,MOODYS CORP,Financials,Equity,"15,232,357.20",0.13,"15,232,357.20","41,784.00",364.55,United States,New York Stock Exchange Inc.,USD,1.00,--
USB,US BANCORP,Financials,Equity,"14,860,536.70",0.13,"14,860,536.70","403,490.00",36.83,United States,New York Stock Exchange Inc.,USD,1.00,--
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"14,685,930.72",0.13,"14,685,930.72","27,789.00",528.48,United States,NASDAQ,USD,1.00,--
PXD,PIONEER NATURAL RESOURCE,Energy,Equity,"14,468,186.25",0.12,"14,468,186.25","61,241.00",236.25,United States,New York Stock Exchange Inc.,USD,1.00,--
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"14,443,186.39",0.12,"14,443,186.39","33,493.00",431.23,United States,New York Stock Exchange Inc.,USD,1.00,--
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"14,370,152.28",0.12,"14,370,152.28","66,012.00",217.69,United States,New York Stock Exchange Inc.,USD,1.00,--
PSX,PHILLIPS,Energy,Equity,"14,316,265.14",0.12,"14,316,265.14","121,314.00",118.01,United States,New York Stock Exchange Inc.,USD,1.00,--
AJG,ARTHUR J GALLAGHER,Financials,Equity,"13,994,700.42",0.12,"13,994,700.42","55,758.00",250.99,United States,New York Stock Exchange Inc.,USD,1.00,--
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"13,900,078.56",0.12,"13,900,078.56","43,503.00",319.52,United States,New York Stock Exchange Inc.,USD,1.00,--
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"13,831,787.97",0.12,"13,831,787.97","153,533.00",90.09,United States,New York Stock Exchange Inc.,USD,1.00,--
FCX,FREEPORT MCMORAN INC,Materials,Equity,"13,817,112.61",0.12,"13,817,112.61","374,549.00",36.89,United States,New York Stock Exchange Inc.,USD,1.00,--
MMM,3M,Industrials,Equity,"13,806,619.53",0.12,"13,806,619.53","144,769.00",95.37,United States,New York Stock Exchange Inc.,USD,1.00,--
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"13,765,342.00",0.12,"13,765,342.00","106,675.00",129.04,United States,NASDAQ,USD,1.00,--
SNOW,SNOWFLAKE CLASS A,Information Technology,Equity,"13,750,932.60",0.12,"13,750,932.60","81,405.00",168.92,United States,New York Stock Exchange Inc.,USD,1.00,--
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"13,656,827.60",0.12,"13,656,827.60","65,048.00",209.95,United States,NASDAQ,USD,1.00,--
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"13,637,364.30",0.12,"13,637,364.30","59,955.00",227.46,United States,New York Stock Exchange Inc.,USD,1.00,--
HCA,HCA HEALTHCARE INC,Health Care,Equity,"13,628,636.66",0.12,"13,628,636.66","53,866.00",253.01,United States,New York Stock Exchange Inc.,USD,1.00,--
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,"13,425,793.50",0.12,"13,425,793.50","104,930.00",127.95,United States,New York Stock Exchange Inc.,USD,1.00,--
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"13,395,551.40",0.12,"13,395,551.40","13,807.00",970.20,United States,New York Stock Exchange Inc.,USD,1.00,--
EMR,EMERSON ELECTRIC,Industrials,Equity,"13,253,684.24",0.11,"13,253,684.24","149,186.00",88.84,United States,New York Stock Exchange Inc.,USD,1.00,--
USD,USD CASH,Cash and/or Derivatives,Cash,"13,150,816.56",0.11,"13,150,816.56","13,150,817.00",100.00,United States,--,USD,1.00,--
AFL,AFLAC INC,Financials,Equity,"13,068,617.06",0.11,"13,068,617.06","158,542.00",82.43,United States,New York Stock Exchange Inc.,USD,1.00,--
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"12,769,357.45",0.11,"12,769,357.45","59,695.00",213.91,United States,New York Stock Exchange Inc.,USD,1.00,--
AZO,AUTOZONE INC,Consumer Discretionary,Equity,"12,664,189.80",0.11,"12,664,189.80","4,740.00","2,671.77",United States,New York Stock Exchange Inc.,USD,1.00,--
CTAS,CINTAS CORP,Industrials,Equity,"12,588,865.80",0.11,"12,588,865.80","22,690.00",554.82,United States,NASDAQ,USD,1.00,--
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"12,448,308.13",0.11,"12,448,308.13","12,448,308.00",1.00,United States,--,USD,1.00,--
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"12,431,445.00",0.11,"12,431,445.00","223,990.00",55.50,United States,NASDAQ,USD,1.00,--
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"12,420,840.14",0.11,"12,420,840.14","28,978.00",428.63,United States,NASDAQ,USD,1.00,--
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"12,403,311.80",0.11,"12,403,311.80","137,509.00",90.20,United States,New York Stock Exchange Inc.,USD,1.00,--
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"12,295,247.65",0.11,"12,295,247.65","189,245.00",64.97,United States,New York Stock Exchange Inc.,USD,1.00,--
PCAR,PACCAR INC,Industrials,Equity,"12,256,542.92",0.11,"12,256,542.92","134,333.00",91.24,United States,NASDAQ,USD,1.00,--
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"12,217,596.04",0.11,"12,217,596.04","52,154.00",234.26,United States,NASDAQ,USD,1.00,--
ECL,ECOLAB INC,Materials,Equity,"12,175,552.80",0.10,"12,175,552.80","65,232.00",186.65,United States,New York Stock Exchange Inc.,USD,1.00,--
