Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
ETSY,ETSY INC,Consumer Discretionary,Equity,"85,997,945.40",0.02,"85,997,945.40","1,203,105.00",71.48,United States,NASDAQ,USD,1.00,--
PAYC,PAYCOM SOFTWARE INC,Industrials,Equity,"85,620,675.00",0.02,"85,620,675.00","482,370.00",177.50,United States,New York Stock Exchange Inc.,USD,1.00,--
RHI,ROBERT HALF,Industrials,Equity,"85,420,448.54",0.02,"85,420,448.54","1,047,718.00",81.53,United States,New York Stock Exchange Inc.,USD,1.00,--
AIZ,ASSURANT INC,Financials,Equity,"85,150,272.06",0.02,"85,150,272.06","519,399.00",163.94,United States,New York Stock Exchange Inc.,USD,1.00,--
JNPR,JUNIPER NETWORKS INC,Information Technology,Equity,"84,995,480.96",0.02,"84,995,480.96","3,143,324.00",27.04,United States,New York Stock Exchange Inc.,USD,1.00,--
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,"84,118,296.02",0.02,"84,118,296.02","607,879.00",138.38,United States,New York Stock Exchange Inc.,USD,1.00,--
WYNN,WYNN RESORTS LTD,Consumer Discretionary,Equity,"82,948,679.80",0.02,"82,948,679.80","947,660.00",87.53,United States,NASDAQ,USD,1.00,--
PNW,PINNACLE WEST CORP,Utilities,Equity,"81,823,014.15",0.02,"81,823,014.15","1,110,971.00",73.65,United States,New York Stock Exchange Inc.,USD,1.00,--
NWSA,NEWS CORP CLASS A,Communication,Equity,"81,800,340.65",0.02,"81,800,340.65","3,726,667.00",21.95,United States,NASDAQ,USD,1.00,--
BWA,BORGWARNER INC,Consumer Discretionary,Equity,"79,759,333.37",0.02,"79,759,333.37","2,304,517.00",34.61,United States,New York Stock Exchange Inc.,USD,1.00,--
CPB,CAMPBELL SOUP,Consumer Staples,Equity,"78,823,997.44",0.02,"78,823,997.44","1,924,414.00",40.96,United States,New York Stock Exchange Inc.,USD,1.00,--
AAL,AMERICAN AIRLINES GROUP INC,Industrials,Equity,"78,676,903.00",0.02,"78,676,903.00","6,391,300.00",12.31,United States,NASDAQ,USD,1.00,--
BXP,BOSTON PROPERTIES REIT INC,Real Estate,Equity,"76,209,719.72",0.02,"76,209,719.72","1,411,814.00",53.98,United States,New York Stock Exchange Inc.,USD,1.00,--
FOXA,FOX CORP CLASS A,Communication,Equity,"75,339,372.24",0.02,"75,339,372.24","2,481,534.00",30.36,United States,NASDAQ,USD,1.00,--
CTLT,CATALENT INC,Health Care,Equity,"69,820,740.00",0.02,"69,820,740.00","1,763,150.00",39.60,United States,New York Stock Exchange Inc.,USD,1.00,--
TPR,TAPESTRY INC,Consumer Discretionary,Equity,"68,908,170.18",0.02,"68,908,170.18","2,267,462.00",30.39,United States,New York Stock Exchange Inc.,USD,1.00,--
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,"68,378,371.16",0.02,"68,378,371.16","608,836.00",112.31,United States,New York Stock Exchange Inc.,USD,1.00,--
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,"66,793,555.44",0.02,"66,793,555.44","4,717,059.00",14.16,United States,NASDAQ,USD,1.00,--
BEN,FRANKLIN RESOURCES INC,Financials,Equity,"66,432,583.92",0.02,"66,432,583.92","2,781,934.00",23.88,United States,New York Stock Exchange Inc.,USD,1.00,--
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,"66,296,730.78",0.02,"66,296,730.78","2,238,998.00",29.61,United States,New York Stock Exchange Inc.,USD,1.00,--
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Real Estate,Equity,"66,120,712.09",0.02,"66,120,712.09","718,001.00",92.09,United States,New York Stock Exchange Inc.,USD,1.00,--
XRAY,DENTSPLY SIRONA INC,Health Care,Equity,"64,945,838.72",0.02,"64,945,838.72","2,070,977.00",31.36,United States,NASDAQ,USD,1.00,--
FMC,FMC CORP,Materials,Equity,"64,801,672.32",0.02,"64,801,672.32","1,219,911.00",53.12,United States,New York Stock Exchange Inc.,USD,1.00,--
BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,Equity,"63,350,937.56",0.02,"63,350,937.56","204,437.00",309.88,United States,New York Stock Exchange Inc.,USD,1.00,--
IVZ,INVESCO LTD,Financials,Equity,"60,779,741.65",0.02,"60,779,741.65","4,388,429.00",13.85,United States,New York Stock Exchange Inc.,USD,1.00,--
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD,Consumer Discretionary,Equity,"59,827,245.23",0.02,"59,827,245.23","4,157,557.00",14.39,United States,New York Stock Exchange Inc.,USD,1.00,--
UBFUT,CASH COLLATERAL USD UBFUT,Cash and/or Derivatives,Cash Collateral and Margins,"58,942,000.00",0.02,"58,942,000.00","58,942,000.00",100.00,United States,--,USD,1.00,"Oct 01, 2015"
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,"58,435,551.59",0.02,"58,435,551.59","536,549.00",108.91,United States,New York Stock Exchange Inc.,USD,1.00,--
HAS,HASBRO INC,Consumer Discretionary,Equity,"58,214,495.88",0.02,"58,214,495.88","1,276,074.00",45.62,United States,NASDAQ,USD,1.00,--
CMA,COMERICA INC,Financials,Equity,"56,223,755.87",0.01,"56,223,755.87","1,288,649.00",43.63,United States,New York Stock Exchange Inc.,USD,1.00,--
VFC,VF CORP,Consumer Discretionary,Equity,"53,911,127.76",0.01,"53,911,127.76","3,232,082.00",16.68,United States,New York Stock Exchange Inc.,USD,1.00,--
DVA,DAVITA INC,Health Care,Equity,"52,399,000.92",0.01,"52,399,000.92","526,729.00",99.48,United States,New York Stock Exchange Inc.,USD,1.00,--
ZION,ZIONS BANCORPORATION,Financials,Equity,"49,859,298.57",0.01,"49,859,298.57","1,448,977.00",34.41,United States,NASDAQ,USD,1.00,--
RL,RALPH LAUREN CORP CLASS A,Consumer Discretionary,Equity,"48,446,063.10",0.01,"48,446,063.10","394,930.00",122.67,United States,New York Stock Exchange Inc.,USD,1.00,--
SEE,SEALED AIR CORP,Materials,Equity,"46,636,885.12",0.01,"46,636,885.12","1,411,528.00",33.04,United States,New York Stock Exchange Inc.,USD,1.00,--
ALK,ALASKA AIR GROUP INC,Industrials,Equity,"45,962,043.96",0.01,"45,962,043.96","1,244,572.00",36.93,United States,New York Stock Exchange Inc.,USD,1.00,--
SEDG,SOLAREDGE TECHNOLOGIES INC,Information Technology,Equity,"43,522,314.08",0.01,"43,522,314.08","553,156.00",78.68,United States,NASDAQ,USD,1.00,--
MHK,MOHAWK INDUSTRIES INC,Consumer Discretionary,Equity,"43,198,510.10",0.01,"43,198,510.10","516,605.00",83.62,United States,New York Stock Exchange Inc.,USD,1.00,--
FOX,FOX CORP CLASS B,Communication,Equity,"36,729,891.45",0.01,"36,729,891.45","1,295,587.00",28.35,United States,NASDAQ,USD,1.00,--
NWS,NEWS CORP CLASS B,Communication,Equity,"25,919,106.08",0.01,"25,919,106.08","1,134,812.00",22.84,United States,NASDAQ,USD,1.00,--
ETD_USD,ETD USD BALANCE WITH R93531,Cash and/or Derivatives,Cash,"4,203,794.90",0.00,"4,203,794.90","4,203,795.00",100.00,United States,--,USD,1.00,"Jan 01, 2000"
ESZ3,S&P500 EMINI DEC 23,Cash and/or Derivatives,Futures,0.00,0.00,"1,220,369,200.00","5,344.00","4,567.25",--,Index And Options Market,USD,1.00,--
