Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
GLW,CORNING INC,Information Technology,Equity,"211,763,031.04",0.06,"211,763,031.04","7,519,994.00",28.16,United States,New York Stock Exchange Inc.,USD,1.00,--
DFS,DISCOVER FINANCIAL SERVICES,Financials,Equity,"211,710,726.84",0.06,"211,710,726.84","2,448,372.00",86.47,United States,New York Stock Exchange Inc.,USD,1.00,--
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"211,513,028.76",0.06,"211,513,028.76","1,065,879.00",198.44,United States,NASDAQ,USD,1.00,--
DTE,DTE ENERGY,Utilities,Equity,"211,374,999.10",0.06,"211,374,999.10","2,019,635.00",104.66,United States,New York Stock Exchange Inc.,USD,1.00,--
ETR,ENTERGY CORP,Utilities,Equity,"209,595,251.76",0.06,"209,595,251.76","2,071,304.00",101.19,United States,New York Stock Exchange Inc.,USD,1.00,--
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"208,400,608.68",0.06,"208,400,608.68","571,164.00",364.87,United States,New York Stock Exchange Inc.,USD,1.00,--
WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIE,Industrials,Equity,"204,094,623.57",0.05,"204,094,623.57","1,754,747.00",116.31,United States,New York Stock Exchange Inc.,USD,1.00,--
ES,EVERSOURCE ENERGY,Utilities,Equity,"203,559,679.91",0.05,"203,559,679.91","3,419,447.00",59.53,United States,New York Stock Exchange Inc.,USD,1.00,--
MTB,M&T BANK CORP,Financials,Equity,"203,245,753.92",0.05,"203,245,753.92","1,625,056.00",125.07,United States,New York Stock Exchange Inc.,USD,1.00,--
HWM,HOWMET AEROSPACE INC,Industrials,Equity,"200,551,203.44",0.05,"200,551,203.44","3,836,098.00",52.28,United States,New York Stock Exchange Inc.,USD,1.00,--
ULTA,ULTA BEAUTY INC,Consumer Discretionary,Equity,"199,825,387.14",0.05,"199,825,387.14","487,986.00",409.49,United States,NASDAQ,USD,1.00,--
HPE,HEWLETT PACKARD ENTERPRISE,Information Technology,Equity,"199,634,878.74",0.05,"199,634,878.74","12,651,133.00",15.78,United States,New York Stock Exchange Inc.,USD,1.00,--
NVR,NVR INC,Consumer Discretionary,Equity,"198,983,130.64",0.05,"198,983,130.64","31,976.00","6,222.89",United States,New York Stock Exchange Inc.,USD,1.00,--
AEE,AMEREN CORP,Utilities,Equity,"198,190,454.00",0.05,"198,190,454.00","2,573,902.00",77.00,United States,New York Stock Exchange Inc.,USD,1.00,--
CTRA,COTERRA ENERGY INC,Energy,Equity,"197,886,386.04",0.05,"197,886,386.04","7,419,812.00",26.67,United States,New York Stock Exchange Inc.,USD,1.00,--
STE,STERIS,Health Care,Equity,"195,754,996.80",0.05,"195,754,996.80","966,405.00",202.56,United States,New York Stock Exchange Inc.,USD,1.00,--
RJF,RAYMOND JAMES INC,Financials,Equity,"193,134,537.00",0.05,"193,134,537.00","1,841,130.00",104.90,United States,New York Stock Exchange Inc.,USD,1.00,--
TRGP,TARGA RESOURCES CORP,Energy,Equity,"191,121,086.66",0.05,"191,121,086.66","2,191,253.00",87.22,United States,New York Stock Exchange Inc.,USD,1.00,--
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"190,868,299.02",0.05,"190,868,299.02","3,378,798.00",56.49,United States,New York Stock Exchange Inc.,USD,1.00,--
DOV,DOVER CORP,Industrials,Equity,"189,828,308.48",0.05,"189,828,308.48","1,370,008.00",138.56,United States,New York Stock Exchange Inc.,USD,1.00,--
FE,FIRSTENERGY CORP,Utilities,Equity,"189,760,120.12",0.05,"189,760,120.12","5,054,878.00",37.54,United States,New York Stock Exchange Inc.,USD,1.00,--
GPC,GENUINE PARTS,Consumer Discretionary,Equity,"189,538,592.97",0.05,"189,538,592.97","1,375,761.00",137.77,United States,New York Stock Exchange Inc.,USD,1.00,--
PPL,PPL CORP,Utilities,Equity,"189,462,876.16",0.05,"189,462,876.16","7,220,384.00",26.24,United States,New York Stock Exchange Inc.,USD,1.00,--
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,"189,046,640.62",0.05,"189,046,640.62","2,149,723.00",87.94,United States,New York Stock Exchange Inc.,USD,1.00,--
VRSN,VERISIGN INC,Information Technology,Equity,"188,267,199.36",0.05,"188,267,199.36","879,096.00",214.16,United States,NASDAQ,USD,1.00,--
INVH,INVITATION HOMES INC,Real Estate,Equity,"188,033,142.52",0.05,"188,033,142.52","5,634,796.00",33.37,United States,New York Stock Exchange Inc.,USD,1.00,--
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Materials,Equity,"187,496,147.18",0.05,"187,496,147.18","2,500,282.00",74.99,United States,New York Stock Exchange Inc.,USD,1.00,--
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,"186,115,237.74",0.05,"186,115,237.74","1,033,629.00",180.06,United States,Cboe BZX formerly known as BATS,USD,1.00,--
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,"185,259,854.12",0.05,"185,259,854.12","1,183,996.00",156.47,United States,New York Stock Exchange Inc.,USD,1.00,--
EXPE,EXPEDIA GROUP INC,Consumer Discretionary,Equity,"184,851,191.07",0.05,"184,851,191.07","1,350,363.00",136.89,United States,NASDAQ,USD,1.00,--
LH,LABORATORY CORPORATION OF AMERICA,Health Care,Equity,"183,657,585.20",0.05,"183,657,585.20","867,947.00",211.60,United States,New York Stock Exchange Inc.,USD,1.00,--
NDAQ,NASDAQ INC,Financials,Equity,"183,071,900.03",0.05,"183,071,900.03","3,320,731.00",55.13,United States,NASDAQ,USD,1.00,--
TDY,TELEDYNE TECHNOLOGIES INC,Information Technology,Equity,"182,338,570.32",0.05,"182,338,570.32","461,103.00",395.44,United States,New York Stock Exchange Inc.,USD,1.00,--
FITB,FIFTH THIRD BANCORP,Financials,Equity,"181,349,224.57",0.05,"181,349,224.57","6,669,703.00",27.19,United States,NASDAQ,USD,1.00,--
IRM,IRON MOUNTAIN INC,Real Estate,Equity,"180,936,679.79",0.05,"180,936,679.79","2,858,851.00",63.29,United States,New York Stock Exchange Inc.,USD,1.00,--
GRMN,GARMIN LTD,Consumer Discretionary,Equity,"180,578,351.78",0.05,"180,578,351.78","1,500,194.00",120.37,United States,New York Stock Exchange Inc.,USD,1.00,--
PTC,PTC INC,Information Technology,Equity,"179,676,828.45",0.05,"179,676,828.45","1,164,087.00",154.35,United States,NASDAQ,USD,1.00,--
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,"177,934,749.15",0.05,"177,934,749.15","4,960,545.00",35.87,United States,New York Stock Exchange Inc.,USD,1.00,--
VTR,VENTAS REIT INC,Real Estate,Equity,"176,187,329.70",0.05,"176,187,329.70","3,941,551.00",44.70,United States,New York Stock Exchange Inc.,USD,1.00,--
EG,EVEREST GROUP LTD,Financials,Equity,"173,493,196.18",0.05,"173,493,196.18","425,218.00",408.01,United States,New York Stock Exchange Inc.,USD,1.00,--
HOLX,HOLOGIC INC,Health Care,Equity,"173,183,711.58",0.05,"173,183,711.58","2,399,331.00",72.18,United States,NASDAQ,USD,1.00,--
STLD,STEEL DYNAMICS INC,Materials,Equity,"171,903,789.40",0.05,"171,903,789.40","1,525,322.00",112.70,United States,NASDAQ,USD,1.00,--
BRO,BROWN & BROWN INC,Financials,Equity,"171,870,083.22",0.05,"171,870,083.22","2,305,743.00",74.54,United States,New York Stock Exchange Inc.,USD,1.00,--
CNP,CENTERPOINT ENERGY INC,Utilities,Equity,"171,816,927.31",0.05,"171,816,927.31","6,182,689.00",27.79,United States,New York Stock Exchange Inc.,USD,1.00,--
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,"171,130,371.68",0.05,"171,130,371.68","373,843.00",457.76,United States,New York Stock Exchange Inc.,USD,1.00,--
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,"171,015,729.60",0.05,"171,015,729.60","1,448,672.00",118.05,United States,New York Stock Exchange Inc.,USD,1.00,--
CLX,CLOROX,Consumer Staples,Equity,"170,458,441.91",0.05,"170,458,441.91","1,213,141.00",140.51,United States,New York Stock Exchange Inc.,USD,1.00,--
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,"169,750,984.89",0.05,"169,750,984.89","412,147.00",411.87,United States,New York Stock Exchange Inc.,USD,1.00,--
FLT,FLEETCOR TECHNOLOGIES INC,Financials,Equity,"169,274,754.06",0.05,"169,274,754.06","724,418.00",233.67,United States,New York Stock Exchange Inc.,USD,1.00,--
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,"169,128,216.86",0.05,"169,128,216.86","1,489,198.00",113.57,United States,NASDAQ,USD,1.00,--
FSLR,FIRST SOLAR INC,Information Technology,Equity,"167,180,201.76",0.04,"167,180,201.76","1,046,708.00",159.72,United States,NASDAQ,USD,1.00,--
BALL,BALL CORP,Materials,Equity,"165,419,039.68",0.04,"165,419,039.68","3,086,752.00",53.59,United States,New York Stock Exchange Inc.,USD,1.00,--
COO,COOPER INC,Health Care,Equity,"164,476,780.00",0.04,"164,476,780.00","485,125.00",339.04,United States,NASDAQ,USD,1.00,--
ATO,ATMOS ENERGY CORP,Utilities,Equity,"164,423,876.75",0.04,"164,423,876.75","1,454,435.00",113.05,United States,New York Stock Exchange Inc.,USD,1.00,--
CMS,CMS ENERGY CORP,Utilities,Equity,"163,086,542.06",0.04,"163,086,542.06","2,857,658.00",57.07,United States,New York Stock Exchange Inc.,USD,1.00,--
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,"162,730,256.85",0.04,"162,730,256.85","2,460,019.00",66.15,United States,New York Stock Exchange Inc.,USD,1.00,--
BG,BUNGE GLOBAL SA,Consumer Staples,Equity,"161,474,885.72",0.04,"161,474,885.72","1,474,118.00",109.54,United States,New York Stock Exchange Inc.,USD,1.00,--
NTAP,NETAPP INC,Information Technology,Equity,"161,073,136.95",0.04,"161,073,136.95","2,065,305.00",77.99,United States,NASDAQ,USD,1.00,--
WAT,WATERS CORP,Health Care,Equity,"159,957,765.45",0.04,"159,957,765.45","578,865.00",276.33,United States,New York Stock Exchange Inc.,USD,1.00,--
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Real Estate,Equity,"159,560,307.61",0.04,"159,560,307.61","1,525,579.00",104.59,United States,New York Stock Exchange Inc.,USD,1.00,--
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,"158,689,829.76",0.04,"158,689,829.76","3,220,167.00",49.28,United States,New York Stock Exchange Inc.,USD,1.00,--
HUBB,HUBBELL INC,Industrials,Equity,"157,464,354.42",0.04,"157,464,354.42","525,354.00",299.73,United States,New York Stock Exchange Inc.,USD,1.00,--
PFG,PRINCIPAL FINANCIAL GROUP INC,Financials,Equity,"157,393,590.50",0.04,"157,393,590.50","2,178,458.00",72.25,United States,NASDAQ,USD,1.00,--
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,"156,800,582.32",0.04,"156,800,582.32","1,536,658.00",102.04,United States,NASDAQ,USD,1.00,--
VLTO,VERALTO CORP,Industrials,Equity,"156,514,724.94",0.04,"156,514,724.94","2,145,801.00",72.94,United States,New York Stock Exchange Inc.,USD,1.00,--
AXON,AXON ENTERPRISE INC,Industrials,Equity,"156,197,953.17",0.04,"156,197,953.17","688,491.00",226.87,United States,NASDAQ,USD,1.00,--
NTRS,NORTHERN TRUST CORP,Financials,Equity,"154,403,796.05",0.04,"154,403,796.05","2,027,627.00",76.15,United States,NASDAQ,USD,1.00,--
HBAN,HUNTINGTON BANCSHARES INC,Financials,Equity,"154,177,492.94",0.04,"154,177,492.94","14,183,762.00",10.87,United States,NASDAQ,USD,1.00,--
OMC,OMNICOM GROUP INC,Communication,Equity,"153,613,104.64",0.04,"153,613,104.64","1,935,649.00",79.36,United States,New York Stock Exchange Inc.,USD,1.00,--
J,JACOBS SOLUTIONS INC,Industrials,Equity,"152,893,751.52",0.04,"152,893,751.52","1,233,412.00",123.96,United States,New York Stock Exchange Inc.,USD,1.00,--
ILMN,ILLUMINA INC,Health Care,Equity,"151,577,466.56",0.04,"151,577,466.56","1,550,506.00",97.76,United States,NASDAQ,USD,1.00,--
ALGN,ALIGN TECHNOLOGY INC,Health Care,Equity,"151,465,036.56",0.04,"151,465,036.56","697,064.00",217.29,United States,NASDAQ,USD,1.00,--
TXT,TEXTRON INC,Industrials,Equity,"151,354,065.88",0.04,"151,354,065.88","1,940,188.00",78.01,United States,New York Stock Exchange Inc.,USD,1.00,--
AVY,AVERY DENNISON CORP,Materials,Equity,"149,829,258.80",0.04,"149,829,258.80","789,406.00",189.80,United States,New York Stock Exchange Inc.,USD,1.00,--
MRO,MARATHON OIL CORP,Energy,Equity,"149,748,945.24",0.04,"149,748,945.24","5,933,001.00",25.24,United States,New York Stock Exchange Inc.,USD,1.00,--
DGX,QUEST DIAGNOSTICS INC,Health Care,Equity,"149,284,275.00",0.04,"149,284,275.00","1,099,700.00",135.75,United States,New York Stock Exchange Inc.,USD,1.00,--
RF,REGIONS FINANCIAL CORP,Financials,Equity,"147,441,508.56",0.04,"147,441,508.56","9,192,114.00",16.04,United States,New York Stock Exchange Inc.,USD,1.00,--
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,"147,194,214.97",0.04,"147,194,214.97","1,561,411.00",94.27,United States,NASDAQ,USD,1.00,--
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,"147,041,271.40",0.04,"147,041,271.40","3,134,540.00",46.91,United States,NASDAQ,USD,1.00,--
IEX,IDEX CORP,Industrials,Equity,"146,072,304.00",0.04,"146,072,304.00","740,544.00",197.25,United States,New York Stock Exchange Inc.,USD,1.00,--
ALB,ALBEMARLE CORP,Materials,Equity,"145,514,192.28",0.04,"145,514,192.28","1,149,492.00",126.59,United States,New York Stock Exchange Inc.,USD,1.00,--
WBA,WALGREEN BOOTS ALLIANCE INC,Consumer Staples,Equity,"145,213,116.73",0.04,"145,213,116.73","7,018,517.00",20.69,United States,NASDAQ,USD,1.00,--
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,"144,911,637.72",0.04,"144,911,637.72","799,998.00",181.14,United States,NASDAQ,USD,1.00,--
EPAM,EPAM SYSTEMS INC,Information Technology,Equity,"144,895,335.00",0.04,"144,895,335.00","568,217.00",255.00,United States,New York Stock Exchange Inc.,USD,1.00,--
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,"144,665,491.35",0.04,"144,665,491.35","1,889,817.00",76.55,United States,NASDAQ,USD,1.00,--
CF,CF INDUSTRIES HOLDINGS INC,Materials,Equity,"144,416,428.20",0.04,"144,416,428.20","1,890,020.00",76.41,United States,New York Stock Exchange Inc.,USD,1.00,--
LUV,SOUTHWEST AIRLINES,Industrials,Equity,"144,177,018.44",0.04,"144,177,018.44","5,834,764.00",24.71,United States,New York Stock Exchange Inc.,USD,1.00,--
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,"143,096,088.00",0.04,"143,096,088.00","1,345,900.00",106.32,United States,New York Stock Exchange Inc.,USD,1.00,--
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,"142,830,056.37",0.04,"142,830,056.37","9,870,771.00",14.47,United States,New York Stock Exchange Inc.,USD,1.00,--
EQT,EQT CORP,Energy,Equity,"142,844,526.72",0.04,"142,844,526.72","3,542,771.00",40.32,United States,New York Stock Exchange Inc.,USD,1.00,--
SNA,SNAP ON INC,Industrials,Equity,"142,509,508.13",0.04,"142,509,508.13","518,839.00",274.67,United States,New York Stock Exchange Inc.,USD,1.00,--
WRB,WR BERKLEY CORP,Financials,Equity,"141,647,129.55",0.04,"141,647,129.55","1,993,065.00",71.07,United States,New York Stock Exchange Inc.,USD,1.00,--
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,"141,291,460.86",0.04,"141,291,460.86","1,428,774.00",98.89,United States,New York Stock Exchange Inc.,USD,1.00,--
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,"139,817,214.25",0.04,"139,817,214.25","1,143,325.00",122.29,United States,New York Stock Exchange Inc.,USD,1.00,--
TER,TERADYNE INC,Information Technology,Equity,"139,485,858.96",0.04,"139,485,858.96","1,508,934.00",92.44,United States,NASDAQ,USD,1.00,--
K,KELLANOVA,Consumer Staples,Equity,"136,800,823.56",0.04,"136,800,823.56","2,582,122.00",52.98,United States,New York Stock Exchange Inc.,USD,1.00,--
POOL,POOL CORP,Consumer Discretionary,Equity,"136,247,361.88",0.04,"136,247,361.88","382,438.00",356.26,United States,NASDAQ,USD,1.00,--
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,"135,902,034.59",0.04,"135,902,034.59","881,279.00",154.21,United States,New York Stock Exchange Inc.,USD,1.00,--
SWK,STANLEY BLACK & DECKER INC,Industrials,Equity,"134,711,226.72",0.04,"134,711,226.72","1,501,128.00",89.74,United States,New York Stock Exchange Inc.,USD,1.00,--
TSN,TYSON FOODS INC CLASS A,Consumer Staples,Equity,"134,308,215.05",0.04,"134,308,215.05","2,797,505.00",48.01,United States,New York Stock Exchange Inc.,USD,1.00,--
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,"133,800,915.60",0.04,"133,800,915.60","628,616.00",212.85,United States,New York Stock Exchange Inc.,USD,1.00,--
ENPH,ENPHASE ENERGY INC,Information Technology,Equity,"133,824,214.20",0.04,"133,824,214.20","1,335,571.00",100.20,United States,NASDAQ,USD,1.00,--
AMCR,AMCOR PLC,Materials,Equity,"133,795,578.56",0.04,"133,795,578.56","14,417,627.00",9.28,United States,New York Stock Exchange Inc.,USD,1.00,--
CAG,CONAGRA BRANDS INC,Consumer Staples,Equity,"132,647,122.62",0.04,"132,647,122.62","4,682,214.00",28.33,United States,New York Stock Exchange Inc.,USD,1.00,--
MAS,MASCO CORP,Industrials,Equity,"130,660,352.16",0.03,"130,660,352.16","2,204,122.00",59.28,United States,New York Stock Exchange Inc.,USD,1.00,--
BBY,BEST BUY CO INC,Consumer Discretionary,Equity,"129,457,484.41",0.03,"129,457,484.41","1,902,947.00",68.03,United States,New York Stock Exchange Inc.,USD,1.00,--
CE,CELANESE CORP,Materials,Equity,"129,216,597.99",0.03,"129,216,597.99","981,069.00",131.71,United States,New York Stock Exchange Inc.,USD,1.00,--
UAL,UNITED AIRLINES HOLDINGS INC,Industrials,Equity,"127,898,772.60",0.03,"127,898,772.60","3,213,537.00",39.80,United States,NASDAQ,USD,1.00,--
PODD,INSULET CORP,Health Care,Equity,"127,318,664.70",0.03,"127,318,664.70","683,370.00",186.31,United States,NASDAQ,USD,1.00,--
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,"127,089,410.91",0.03,"127,089,410.91","343,959.00",369.49,United States,New York Stock Exchange Inc.,USD,1.00,--
L,LOEWS CORP,Financials,Equity,"124,113,711.50",0.03,"124,113,711.50","1,811,879.00",68.50,United States,New York Stock Exchange Inc.,USD,1.00,--
CFG,CITIZENS FINANCIAL GROUP INC,Financials,Equity,"123,838,723.80",0.03,"123,838,723.80","4,627,755.00",26.76,United States,New York Stock Exchange Inc.,USD,1.00,--
NDSN,NORDSON CORP,Industrials,Equity,"123,471,197.78",0.03,"123,471,197.78","530,329.00",232.82,United States,NASDAQ,USD,1.00,--
LNT,ALLIANT ENERGY CORP,Utilities,Equity,"122,691,457.56",0.03,"122,691,457.56","2,476,614.00",49.54,United States,NASDAQ,USD,1.00,--
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,"121,959,448.22",0.03,"121,959,448.22","1,389,218.00",87.79,United States,New York Stock Exchange Inc.,USD,1.00,--
SYF,SYNCHRONY FINANCIAL,Financials,Equity,"121,624,633.20",0.03,"121,624,633.20","4,097,865.00",29.68,United States,New York Stock Exchange Inc.,USD,1.00,--
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,"121,277,303.52",0.03,"121,277,303.52","6,973,968.00",17.39,United States,NASDAQ,USD,1.00,--
LKQ,LKQ CORP,Consumer Discretionary,Equity,"119,898,993.84",0.03,"119,898,993.84","2,621,316.00",45.74,United States,NASDAQ,USD,1.00,--
SJM,JM SMUCKER,Consumer Staples,Equity,"117,745,633.26",0.03,"117,745,633.26","1,039,146.00",113.31,United States,New York Stock Exchange Inc.,USD,1.00,--
MOS,MOSAIC,Materials,Equity,"117,250,576.56",0.03,"117,250,576.56","3,256,056.00",36.01,United States,New York Stock Exchange Inc.,USD,1.00,--
GEN,GEN DIGITAL INC,Information Technology,Equity,"116,888,828.94",0.03,"116,888,828.94","5,516,226.00",21.19,United States,NASDAQ,USD,1.00,--
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Communication,Equity,"114,945,789.75",0.03,"114,945,789.75","3,772,425.00",30.47,United States,New York Stock Exchange Inc.,USD,1.00,--
EVRG,EVERGY INC,Utilities,Equity,"114,428,191.02",0.03,"114,428,191.02","2,251,194.00",50.83,United States,NASDAQ,USD,1.00,--
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,"113,919,393.75",0.03,"113,919,393.75","6,075,701.00",18.75,United States,New York Stock Exchange Inc.,USD,1.00,--
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,"113,509,556.76",0.03,"113,509,556.76","502,566.00",225.86,United States,NASDAQ,USD,1.00,--
IP,INTERNATIONAL PAPER,Materials,Equity,"111,609,926.96",0.03,"111,609,926.96","3,390,338.00",32.92,United States,New York Stock Exchange Inc.,USD,1.00,--
AES,AES CORP,Utilities,Equity,"111,024,684.93",0.03,"111,024,684.93","6,565,623.00",16.91,United States,New York Stock Exchange Inc.,USD,1.00,--
MGM,MGM RESORTS INTERNATIONAL,Consumer Discretionary,Equity,"111,027,342.45",0.03,"111,027,342.45","2,751,607.00",40.35,United States,New York Stock Exchange Inc.,USD,1.00,--
KEY,KEYCORP,Financials,Equity,"110,375,442.48",0.03,"110,375,442.48","9,175,016.00",12.03,United States,New York Stock Exchange Inc.,USD,1.00,--
VTRS,VIATRIS INC,Health Care,Equity,"110,155,734.55",0.03,"110,155,734.55","11,756,215.00",9.37,United States,NASDAQ,USD,1.00,--
ROL,ROLLINS INC,Industrials,Equity,"110,146,525.74",0.03,"110,146,525.74","2,752,287.00",40.02,United States,New York Stock Exchange Inc.,USD,1.00,--
APA,APA CORP,Energy,Equity,"110,064,099.36",0.03,"110,064,099.36","3,010,506.00",36.56,United States,NASDAQ,USD,1.00,--
JKHY,JACK HENRY AND ASSOCIATES INC,Financials,Equity,"109,284,521.22",0.03,"109,284,521.22","713,858.00",153.09,United States,NASDAQ,USD,1.00,--
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,"109,169,940.00",0.03,"109,169,940.00","1,819,499.00",60.00,United States,New York Stock Exchange Inc.,USD,1.00,--
RVTY,REVVITY INC,Health Care,Equity,"108,833,450.24",0.03,"108,833,450.24","1,216,288.00",89.48,United States,New York Stock Exchange Inc.,USD,1.00,--
BFB,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,"106,804,651.95",0.03,"106,804,651.95","1,793,529.00",59.55,United States,New York Stock Exchange Inc.,USD,1.00,--
TRMB,TRIMBLE INC,Information Technology,Equity,"106,284,360.00",0.03,"106,284,360.00","2,433,250.00",43.68,United States,NASDAQ,USD,1.00,--
NI,NISOURCE INC,Utilities,Equity,"106,081,337.88",0.03,"106,081,337.88","4,050,452.00",26.19,United States,New York Stock Exchange Inc.,USD,1.00,--
CDAY,CERIDIAN HCM HOLDING INC,Industrials,Equity,"103,427,066.88",0.03,"103,427,066.88","1,525,248.00",67.81,United States,New York Stock Exchange Inc.,USD,1.00,--
NRG,NRG ENERGY INC,Utilities,Equity,"102,937,067.29",0.03,"102,937,067.29","2,246,063.00",45.83,United States,New York Stock Exchange Inc.,USD,1.00,--
GL,GLOBE LIFE INC,Financials,Equity,"102,412,601.55",0.03,"102,412,601.55","850,815.00",120.37,United States,New York Stock Exchange Inc.,USD,1.00,--
PNR,PENTAIR,Industrials,Equity,"101,503,476.48",0.03,"101,503,476.48","1,618,359.00",62.72,United States,New York Stock Exchange Inc.,USD,1.00,--
TFX,TELEFLEX INC,Health Care,Equity,"100,546,610.76",0.03,"100,546,610.76","460,758.00",218.22,United States,New York Stock Exchange Inc.,USD,1.00,--
KMX,CARMAX INC,Consumer Discretionary,Equity,"99,006,819.78",0.03,"99,006,819.78","1,550,373.00",63.86,United States,New York Stock Exchange Inc.,USD,1.00,--
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,"98,603,556.26",0.03,"98,603,556.26","1,610,906.00",61.21,United States,NASDAQ,USD,1.00,--
UDR,UDR REIT INC,Real Estate,Equity,"98,435,988.52",0.03,"98,435,988.52","2,971,204.00",33.13,United States,New York Stock Exchange Inc.,USD,1.00,--
TECH,BIO TECHNE CORP,Health Care,Equity,"98,119,389.94",0.03,"98,119,389.94","1,543,243.00",63.58,United States,NASDAQ,USD,1.00,--
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,"97,853,787.85",0.03,"97,853,787.85","501,943.00",194.95,United States,New York Stock Exchange Inc.,USD,1.00,--
CZR,CAESARS ENTERTAINMENT INC,Consumer Discretionary,Equity,"97,496,281.54",0.03,"97,496,281.54","2,110,766.00",46.19,United States,NASDAQ,USD,1.00,--
INCY,INCYTE CORP,Health Care,Equity,"97,306,921.80",0.03,"97,306,921.80","1,822,227.00",53.40,United States,NASDAQ,USD,1.00,--
FFIV,F5 INC,Information Technology,Equity,"97,100,749.86",0.03,"97,100,749.86","581,198.00",167.07,United States,NASDAQ,USD,1.00,--
EMN,EASTMAN CHEMICAL,Materials,Equity,"94,466,943.00",0.03,"94,466,943.00","1,160,100.00",81.43,United States,New York Stock Exchange Inc.,USD,1.00,--
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,"94,404,271.50",0.03,"94,404,271.50","1,140,975.00",82.74,United States,NASDAQ,USD,1.00,--
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,"92,903,815.68",0.02,"92,903,815.68","390,221.00",238.08,United States,New York Stock Exchange Inc.,USD,1.00,--
AOS,A O SMITH CORP,Industrials,Equity,"92,681,349.60",0.02,"92,681,349.60","1,221,420.00",75.88,United States,New York Stock Exchange Inc.,USD,1.00,--
WRK,WESTROCK,Materials,Equity,"92,546,657.60",0.02,"92,546,657.60","2,507,360.00",36.91,United States,New York Stock Exchange Inc.,USD,1.00,--
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,"92,503,749.31",0.02,"92,503,749.31","2,838,409.00",32.59,United States,New York Stock Exchange Inc.,USD,1.00,--
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,"92,383,780.18",0.02,"92,383,780.18","1,044,829.00",88.42,United States,New York Stock Exchange Inc.,USD,1.00,--
ALLE,ALLEGION PLC,Industrials,Equity,"89,850,298.05",0.02,"89,850,298.05","858,415.00",104.67,United States,New York Stock Exchange Inc.,USD,1.00,--
QRVO,QORVO INC,Information Technology,Equity,"89,583,700.90",0.02,"89,583,700.90","959,654.00",93.35,United States,NASDAQ,USD,1.00,--
PEAK,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,"89,193,741.12",0.02,"89,193,741.12","5,363,424.00",16.63,United States,New York Stock Exchange Inc.,USD,1.00,--
HSIC,HENRY SCHEIN INC,Health Care,Equity,"88,861,495.00",0.02,"88,861,495.00","1,280,425.00",69.40,United States,NASDAQ,USD,1.00,--
MTCH,MATCH GROUP INC,Communication,Equity,"87,429,362.28",0.02,"87,429,362.28","2,726,204.00",32.07,United States,NASDAQ,USD,1.00,--
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,"86,421,558.72",0.02,"86,421,558.72","368,976.00",234.22,United States,NASDAQ,USD,1.00,--
