Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
SYK,STRYKER CORP,Health Care,Equity,"77,547,160.05",0.25,"77,547,160.05","263,721.00",294.05,United States,New York Stock Exchange Inc.,USD,1.00,--
MDT,MEDTRONIC PLC,Health Care,Equity,"77,278,932.86",0.25,"77,278,932.86","986,078.00",78.37,United States,New York Stock Exchange Inc.,USD,1.00,--
BMY,BRISTOL MYERS SQUIBB,Health Care,Equity,"77,207,136.30",0.25,"77,207,136.30","1,562,265.00",49.42,United States,New York Stock Exchange Inc.,USD,1.00,--
TJX,TJX INC,Consumer Discretionary,Equity,"76,908,869.10",0.25,"76,908,869.10","855,018.00",89.95,United States,New York Stock Exchange Inc.,USD,1.00,--
PLD,PROLOGIS REIT INC,Real Estate,Equity,"76,392,519.06",0.24,"76,392,519.06","684,889.00",111.54,United States,New York Stock Exchange Inc.,USD,1.00,--
LMT,LOCKHEED MARTIN CORP,Industrials,Equity,"75,611,800.80",0.24,"75,611,800.80","167,877.00",450.40,United States,New York Stock Exchange Inc.,USD,1.00,--
DE,DEERE,Industrials,Equity,"74,268,418.64",0.24,"74,268,418.64","200,314.00",370.76,United States,New York Stock Exchange Inc.,USD,1.00,--
MMC,MARSH & MCLENNAN INC,Financials,Equity,"73,649,949.29",0.24,"73,649,949.29","367,937.00",200.17,United States,New York Stock Exchange Inc.,USD,1.00,--
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Consumer Staples,Equity,"72,172,300.56",0.23,"72,172,300.56","1,009,544.00",71.49,United States,NASDAQ,USD,1.00,--
AXP,AMERICAN EXPRESS,Financials,Equity,"71,939,843.80",0.23,"71,939,843.80","439,220.00",163.79,United States,New York Stock Exchange Inc.,USD,1.00,--
LRCX,LAM RESEARCH CORP,Information Technology,Equity,"71,451,123.94",0.23,"71,451,123.94","99,589.00",717.46,United States,NASDAQ,USD,1.00,--
ADP,AUTOMATIC DATA PROCESSING INC,Industrials,Equity,"70,970,215.65",0.23,"70,970,215.65","307,031.00",231.15,United States,NASDAQ,USD,1.00,--
PGR,PROGRESSIVE CORP,Financials,Equity,"70,549,811.99",0.23,"70,549,811.99","433,859.00",162.61,United States,New York Stock Exchange Inc.,USD,1.00,--
GILD,GILEAD SCIENCES INC,Health Care,Equity,"70,241,121.60",0.23,"70,241,121.60","927,888.00",75.70,United States,NASDAQ,USD,1.00,--
MS,MORGAN STANLEY,Financials,Equity,"70,056,327.99",0.22,"70,056,327.99","892,551.00",78.49,United States,New York Stock Exchange Inc.,USD,1.00,--
CB,CHUBB LTD,Financials,Equity,"69,279,645.47",0.22,"69,279,645.47","305,641.00",226.67,United States,New York Stock Exchange Inc.,USD,1.00,--
AMT,AMERICAN TOWER REIT CORP,Real Estate,Equity,"68,641,193.05",0.22,"68,641,193.05","345,295.00",198.79,United States,New York Stock Exchange Inc.,USD,1.00,--
ADI,ANALOG DEVICES INC,Information Technology,Equity,"68,554,772.31",0.22,"68,554,772.31","375,293.00",182.67,United States,NASDAQ,USD,1.00,--
ETN,EATON PLC,Industrials,Equity,"67,671,976.57",0.22,"67,671,976.57","295,627.00",228.91,United States,New York Stock Exchange Inc.,USD,1.00,--
VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Equity,"67,555,590.73",0.22,"67,555,590.73","191,251.00",353.23,United States,NASDAQ,USD,1.00,--
CVS,CVS HEALTH CORP,Health Care,Equity,"65,724,898.84",0.21,"65,724,898.84","950,606.00",69.14,United States,New York Stock Exchange Inc.,USD,1.00,--
C,CITIGROUP INC,Financials,Equity,"65,003,387.56",0.21,"65,003,387.56","1,443,878.00",45.02,United States,New York Stock Exchange Inc.,USD,1.00,--
MU,MICRON TECHNOLOGY INC,Information Technology,Equity,"62,554,236.90",0.20,"62,554,236.90","811,339.00",77.10,United States,NASDAQ,USD,1.00,--
CI,CIGNA,Health Care,Equity,"62,413,060.49",0.20,"62,413,060.49","216,479.00",288.31,United States,New York Stock Exchange Inc.,USD,1.00,--
ZTS,ZOETIS INC CLASS A,Health Care,Equity,"61,557,403.75",0.20,"61,557,403.75","343,225.00",179.35,United States,New York Stock Exchange Inc.,USD,1.00,--
SCHW,CHARLES SCHWAB CORP,Financials,Equity,"61,538,940.05",0.20,"61,538,940.05","1,100,285.00",55.93,United States,New York Stock Exchange Inc.,USD,1.00,--
REGN,REGENERON PHARMACEUTICALS INC,Health Care,Equity,"61,510,433.22",0.20,"61,510,433.22","76,914.00",799.73,United States,NASDAQ,USD,1.00,--
SNPS,SYNOPSYS INC,Information Technology,Equity,"60,970,834.82",0.20,"60,970,834.82","112,694.00",541.03,United States,NASDAQ,USD,1.00,--
BSX,BOSTON SCIENTIFIC CORP,Health Care,Equity,"59,100,020.30",0.19,"59,100,020.30","1,066,210.00",55.43,United States,New York Stock Exchange Inc.,USD,1.00,--
PANW,PALO ALTO NETWORKS INC,Information Technology,Equity,"58,874,943.60",0.19,"58,874,943.60","223,740.00",263.14,United States,NASDAQ,USD,1.00,--
TMUS,T MOBILE US INC,Communication,Equity,"58,872,164.14",0.19,"58,872,164.14","395,354.00",148.91,United States,NASDAQ,USD,1.00,--
CME,CME GROUP INC CLASS A,Financials,Equity,"57,752,036.30",0.19,"57,752,036.30","266,938.00",216.35,United States,NASDAQ,USD,1.00,--
FI,FISERV INC,Financials,Equity,"56,572,932.00",0.18,"56,572,932.00","450,960.00",125.45,United States,New York Stock Exchange Inc.,USD,1.00,--
BX,BLACKSTONE INC,Financials,Equity,"56,490,036.96",0.18,"56,490,036.96","529,032.00",106.78,United States,New York Stock Exchange Inc.,USD,1.00,--
KLAC,KLA CORP,Information Technology,Equity,"56,395,110.05",0.18,"56,395,110.05","101,765.00",554.17,United States,NASDAQ,USD,1.00,--
SO,SOUTHERN,Utilities,Equity,"56,307,287.11",0.18,"56,307,287.11","809,129.00",69.59,United States,New York Stock Exchange Inc.,USD,1.00,--
SLB,SCHLUMBERGER NV,Energy,Equity,"55,536,696.28",0.18,"55,536,696.28","1,057,439.00",52.52,United States,New York Stock Exchange Inc.,USD,1.00,--
EQIX,EQUINIX REIT INC,Real Estate,Equity,"54,995,233.55",0.18,"54,995,233.55","69,233.00",794.35,United States,NASDAQ,USD,1.00,--
MO,ALTRIA GROUP INC,Consumer Staples,Equity,"54,565,093.23",0.17,"54,565,093.23","1,324,717.00",41.19,United States,New York Stock Exchange Inc.,USD,1.00,--
CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,Equity,"54,220,314.60",0.17,"54,220,314.60","200,556.00",270.35,United States,NASDAQ,USD,1.00,--
ITW,ILLINOIS TOOL INC,Industrials,Equity,"54,137,521.90",0.17,"54,137,521.90","224,917.00",240.70,United States,New York Stock Exchange Inc.,USD,1.00,--
EOG,EOG RESOURCES INC,Energy,Equity,"53,647,802.03",0.17,"53,647,802.03","435,559.00",123.17,United States,New York Stock Exchange Inc.,USD,1.00,--
WM,WASTE MANAGEMENT INC,Industrials,Equity,"51,841,216.62",0.17,"51,841,216.62","301,806.00",171.77,United States,New York Stock Exchange Inc.,USD,1.00,--
XTSLA,BLK CSH FND TREASURY SL AGENCY,Cash and/or Derivatives,Money Market,"51,789,342.07",0.17,"51,789,342.07","51,789,342.00",1.00,United States,--,USD,1.00,--
DUK,DUKE ENERGY CORP,Utilities,Equity,"51,727,847.04",0.17,"51,727,847.04","572,464.00",90.36,United States,New York Stock Exchange Inc.,USD,1.00,--
NOC,NORTHROP GRUMMAN CORP,Industrials,Equity,"50,108,063.25",0.16,"50,108,063.25","106,285.00",471.45,United States,New York Stock Exchange Inc.,USD,1.00,--
BDX,BECTON DICKINSON,Health Care,Equity,"49,768,256.00",0.16,"49,768,256.00","210,170.00",236.80,United States,New York Stock Exchange Inc.,USD,1.00,--
AON,AON PLC CLASS A,Financials,Equity,"49,364,435.94",0.16,"49,364,435.94","150,053.00",328.98,United States,New York Stock Exchange Inc.,USD,1.00,--
SHW,SHERWIN WILLIAMS,Materials,Equity,"48,481,218.00",0.16,"48,481,218.00","176,520.00",274.65,United States,New York Stock Exchange Inc.,USD,1.00,--
CSX,CSX CORP,Industrials,Equity,"48,419,882.70",0.16,"48,419,882.70","1,487,554.00",32.55,United States,NASDAQ,USD,1.00,--
ICE,INTERCONTINENTAL EXCHANGE INC,Financials,Equity,"47,973,702.08",0.15,"47,973,702.08","419,644.00",114.32,United States,New York Stock Exchange Inc.,USD,1.00,--
HUM,HUMANA INC,Health Care,Equity,"47,810,556.80",0.15,"47,810,556.80","92,728.00",515.60,United States,New York Stock Exchange Inc.,USD,1.00,--
CL,COLGATE-PALMOLIVE,Consumer Staples,Equity,"47,100,614.40",0.15,"47,100,614.40","609,480.00",77.28,United States,New York Stock Exchange Inc.,USD,1.00,--
PYPL,PAYPAL HOLDINGS INC,Financials,Equity,"46,985,531.76",0.15,"46,985,531.76","833,964.00",56.34,United States,NASDAQ,USD,1.00,--
MPC,MARATHON PETROLEUM CORP,Energy,Equity,"46,982,349.54",0.15,"46,982,349.54","314,874.00",149.21,United States,New York Stock Exchange Inc.,USD,1.00,--
MCK,MCKESSON CORP,Health Care,Equity,"46,040,970.15",0.15,"46,040,970.15","100,647.00",457.45,United States,New York Stock Exchange Inc.,USD,1.00,--
APD,AIR PRODUCTS AND CHEMICALS INC,Materials,Equity,"45,185,982.50",0.14,"45,185,982.50","164,750.00",274.27,United States,New York Stock Exchange Inc.,USD,1.00,--
CMG,CHIPOTLE MEXICAN GRILL INC,Consumer Discretionary,Equity,"45,139,692.99",0.14,"45,139,692.99","20,343.00","2,218.93",United States,New York Stock Exchange Inc.,USD,1.00,--
GD,GENERAL DYNAMICS CORP,Industrials,Equity,"44,921,805.91",0.14,"44,921,805.91","181,627.00",247.33,United States,New York Stock Exchange Inc.,USD,1.00,--
TGT,TARGET CORP,Consumer Staples,Equity,"44,584,281.00",0.14,"44,584,281.00","341,642.00",130.50,United States,New York Stock Exchange Inc.,USD,1.00,--
FDX,FEDEX CORP,Industrials,Equity,"44,145,742.10",0.14,"44,145,742.10","172,135.00",256.46,United States,New York Stock Exchange Inc.,USD,1.00,--
ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Equity,"44,090,226.20",0.14,"44,090,226.20","44,470.00",991.46,United States,NASDAQ,USD,1.00,"Jan 01, 1970"
MCO,MOODYS CORP,Financials,Equity,"42,964,404.80",0.14,"42,964,404.80","117,856.00",364.55,United States,New York Stock Exchange Inc.,USD,1.00,--
USB,US BANCORP,Financials,Equity,"41,907,089.16",0.13,"41,907,089.16","1,137,852.00",36.83,United States,New York Stock Exchange Inc.,USD,1.00,--
ROP,ROPER TECHNOLOGIES INC,Information Technology,Equity,"41,355,145.44",0.13,"41,355,145.44","78,253.00",528.48,United States,NASDAQ,USD,1.00,--
PH,PARKER-HANNIFIN CORP,Industrials,Equity,"40,900,871.81",0.13,"40,900,871.81","94,847.00",431.23,United States,New York Stock Exchange Inc.,USD,1.00,--
PXD,PIONEER NATURAL RESOURCE,Energy,Equity,"40,832,977.50",0.13,"40,832,977.50","172,838.00",236.25,United States,New York Stock Exchange Inc.,USD,1.00,--
ANET,ARISTA NETWORKS INC,Information Technology,Equity,"40,547,810.16",0.13,"40,547,810.16","186,264.00",217.69,United States,New York Stock Exchange Inc.,USD,1.00,--
PSX,PHILLIPS,Energy,Equity,"40,395,767.08",0.13,"40,395,767.08","342,308.00",118.01,United States,New York Stock Exchange Inc.,USD,1.00,--
AJG,ARTHUR J GALLAGHER,Financials,Equity,"39,478,970.07",0.13,"39,478,970.07","157,293.00",250.99,United States,New York Stock Exchange Inc.,USD,1.00,--
MSI,MOTOROLA SOLUTIONS INC,Information Technology,Equity,"39,224,275.20",0.13,"39,224,275.20","122,760.00",319.52,United States,New York Stock Exchange Inc.,USD,1.00,--
FCX,FREEPORT MCMORAN INC,Materials,Equity,"39,104,137.80",0.13,"39,104,137.80","1,060,020.00",36.89,United States,New York Stock Exchange Inc.,USD,1.00,--
APH,AMPHENOL CORP CLASS A,Information Technology,Equity,"38,986,357.41",0.13,"38,986,357.41","432,749.00",90.09,United States,New York Stock Exchange Inc.,USD,1.00,--
MMM,3M,Industrials,Equity,"38,948,345.04",0.12,"38,948,345.04","408,392.00",95.37,United States,New York Stock Exchange Inc.,USD,1.00,--
ABNB,AIRBNB INC CLASS A,Consumer Discretionary,Equity,"38,840,781.92",0.12,"38,840,781.92","300,998.00",129.04,United States,NASDAQ,USD,1.00,--
SNOW,SNOWFLAKE CLASS A,Information Technology,Equity,"38,772,038.68",0.12,"38,772,038.68","229,529.00",168.92,United States,New York Stock Exchange Inc.,USD,1.00,--
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Consumer Discretionary,Equity,"38,624,921.40",0.12,"38,624,921.40","183,972.00",209.95,United States,NASDAQ,USD,1.00,--
HCA,HCA HEALTHCARE INC,Health Care,Equity,"38,428,170.84",0.12,"38,428,170.84","151,884.00",253.01,United States,New York Stock Exchange Inc.,USD,1.00,--
TT,TRANE TECHNOLOGIES PLC,Industrials,Equity,"38,266,278.18",0.12,"38,266,278.18","168,233.00",227.46,United States,New York Stock Exchange Inc.,USD,1.00,--
PNC,PNC FINANCIAL SERVICES GROUP INC,Financials,Equity,"37,869,489.45",0.12,"37,869,489.45","295,971.00",127.95,United States,New York Stock Exchange Inc.,USD,1.00,--
TDG,TRANSDIGM GROUP INC,Industrials,Equity,"37,791,230.40",0.12,"37,791,230.40","38,952.00",970.20,United States,New York Stock Exchange Inc.,USD,1.00,--
EMR,EMERSON ELECTRIC,Industrials,Equity,"37,688,237.84",0.12,"37,688,237.84","424,226.00",88.84,United States,New York Stock Exchange Inc.,USD,1.00,--
AFL,AFLAC INC,Financials,Equity,"36,865,251.33",0.12,"36,865,251.33","447,231.00",82.43,United States,New York Stock Exchange Inc.,USD,1.00,--
USD,USD CASH,Cash and/or Derivatives,Cash,"35,991,834.50",0.12,"35,991,834.50","35,991,834.00",100.00,United States,--,USD,1.00,--
NSC,NORFOLK SOUTHERN CORP,Industrials,Equity,"35,974,955.98",0.12,"35,974,955.98","168,178.00",213.91,United States,New York Stock Exchange Inc.,USD,1.00,--
AZO,AUTOZONE INC,Consumer Discretionary,Equity,"35,945,993.58",0.12,"35,945,993.58","13,454.00","2,671.77",United States,New York Stock Exchange Inc.,USD,1.00,--
CTAS,CINTAS CORP,Industrials,Equity,"35,734,846.56",0.11,"35,734,846.56","64,408.00",554.82,United States,NASDAQ,USD,1.00,--
MRVL,MARVELL TECHNOLOGY INC,Information Technology,Equity,"35,264,755.50",0.11,"35,264,755.50","635,401.00",55.50,United States,NASDAQ,USD,1.00,--
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,"35,233,386.00",0.11,"35,233,386.00","82,200.00",428.63,United States,NASDAQ,USD,1.00,--
APO,APOLLO GLOBAL MANAGEMENT INC,Financials,Equity,"34,978,748.20",0.11,"34,978,748.20","387,791.00",90.20,United States,New York Stock Exchange Inc.,USD,1.00,--
AIG,AMERICAN INTERNATIONAL GROUP INC,Financials,Equity,"34,770,839.51",0.11,"34,770,839.51","535,183.00",64.97,United States,New York Stock Exchange Inc.,USD,1.00,--
PCAR,PACCAR INC,Industrials,Equity,"34,680,506.48",0.11,"34,680,506.48","380,102.00",91.24,United States,NASDAQ,USD,1.00,--
WDAY,WORKDAY INC CLASS A,Information Technology,Equity,"34,444,419.10",0.11,"34,444,419.10","147,035.00",234.26,United States,NASDAQ,USD,1.00,--
