Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Accrual Date
ECL,ECOLAB INC,Materials,Equity,"34,390,822.45",0.11,"34,390,822.45","184,253.00",186.65,United States,New York Stock Exchange Inc.,USD,1.00,--
SRE,SEMPRA,Utilities,Equity,"34,095,417.28",0.11,"34,095,417.28","466,294.00",73.12,United States,New York Stock Exchange Inc.,USD,1.00,--
WELL,WELLTOWER INC,Real Estate,Equity,"33,928,548.30",0.11,"33,928,548.30","382,509.00",88.70,United States,New York Stock Exchange Inc.,USD,1.00,--
CCI,CROWN CASTLE INC,Real Estate,Equity,"32,996,845.70",0.11,"32,996,845.70","320,047.00",103.10,United States,New York Stock Exchange Inc.,USD,1.00,--
KKR,KKR AND CO INC,Financials,Equity,"32,884,269.85",0.11,"32,884,269.85","480,413.00",68.45,United States,New York Stock Exchange Inc.,USD,1.00,--
CRWD,CROWDSTRIKE HOLDINGS INC CLASS A,Information Technology,Equity,"32,821,572.24",0.11,"32,821,572.24","156,584.00",209.61,United States,NASDAQ,USD,1.00,--
MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,Equity,"32,797,475.48",0.11,"32,797,475.48","397,738.00",82.46,United States,NASDAQ,USD,1.00,--
VLO,VALERO ENERGY CORP,Energy,Equity,"32,789,161.60",0.11,"32,789,161.60","261,560.00",125.36,United States,New York Stock Exchange Inc.,USD,1.00,--
WMB,WILLIAMS INC,Energy,Equity,"32,745,942.05",0.10,"32,745,942.05","903,835.00",36.23,United States,New York Stock Exchange Inc.,USD,1.00,--
ROST,ROSS STORES INC,Consumer Discretionary,Equity,"32,728,889.46",0.10,"32,728,889.46","249,877.00",130.98,United States,NASDAQ,USD,1.00,--
HLT,HILTON WORLDWIDE HOLDINGS INC,Consumer Discretionary,Equity,"32,697,062.75",0.10,"32,697,062.75","191,155.00",171.05,United States,New York Stock Exchange Inc.,USD,1.00,--
CARR,CARRIER GLOBAL CORP,Industrials,Equity,"32,649,348.75",0.10,"32,649,348.75","618,945.00",52.75,United States,New York Stock Exchange Inc.,USD,1.00,--
ADSK,AUTODESK INC,Information Technology,Equity,"32,352,237.08",0.10,"32,352,237.08","159,638.00",202.66,United States,NASDAQ,USD,1.00,--
CPRT,COPART INC,Industrials,Equity,"32,330,111.66",0.10,"32,330,111.66","635,294.00",50.89,United States,NASDAQ,USD,1.00,--
NEM,NEWMONT,Materials,Equity,"32,253,632.09",0.10,"32,253,632.09","855,761.00",37.69,United States,New York Stock Exchange Inc.,USD,1.00,--
LNG,CHENIERE ENERGY INC,Energy,Equity,"32,045,200.56",0.10,"32,045,200.56","180,252.00",177.78,United States,Nyse Mkt Llc,USD,1.00,--
DXCM,DEXCOM INC,Health Care,Equity,"31,737,219.60",0.10,"31,737,219.60","286,437.00",110.80,United States,NASDAQ,USD,1.00,--
OXY,OCCIDENTAL PETROLEUM CORP,Energy,Equity,"31,217,500.17",0.10,"31,217,500.17","518,477.00",60.21,United States,New York Stock Exchange Inc.,USD,1.00,--
TFC,TRUIST FINANCIAL CORP,Financials,Equity,"31,023,475.65",0.10,"31,023,475.65","985,185.00",31.49,United States,New York Stock Exchange Inc.,USD,1.00,--
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,"30,895,304.96",0.10,"30,895,304.96","76,232.00",405.28,United States,NASDAQ,USD,1.00,--
KMB,KIMBERLY CLARK CORP,Consumer Staples,Equity,"30,607,644.32",0.10,"30,607,644.32","250,226.00",122.32,United States,New York Stock Exchange Inc.,USD,1.00,--
MNST,MONSTER BEVERAGE CORP,Consumer Staples,Equity,"30,581,829.96",0.10,"30,581,829.96","553,818.00",55.22,United States,NASDAQ,USD,1.00,--
DLR,DIGITAL REALTY TRUST REIT INC,Real Estate,Equity,"30,325,359.24",0.10,"30,325,359.24","221,628.00",136.83,United States,New York Stock Exchange Inc.,USD,1.00,--
MET,METLIFE INC,Financials,Equity,"30,295,244.82",0.10,"30,295,244.82","481,106.00",62.97,United States,New York Stock Exchange Inc.,USD,1.00,--
TRV,TRAVELERS COMPANIES INC,Financials,Equity,"30,211,982.48",0.10,"30,211,982.48","171,581.00",176.08,United States,New York Stock Exchange Inc.,USD,1.00,--
COF,CAPITAL ONE FINANCIAL CORP,Financials,Equity,"30,123,981.03",0.10,"30,123,981.03","282,139.00",106.77,United States,New York Stock Exchange Inc.,USD,1.00,--
EW,EDWARDS LIFESCIENCES CORP,Health Care,Equity,"30,005,795.82",0.10,"30,005,795.82","447,447.00",67.06,United States,New York Stock Exchange Inc.,USD,1.00,--
CEG,CONSTELLATION ENERGY CORP,Utilities,Equity,"29,995,475.75",0.10,"29,995,475.75","243,371.00",123.25,United States,NASDAQ,USD,1.00,--
F,FORD MOTOR CO,Consumer Discretionary,Equity,"29,925,731.88",0.10,"29,925,731.88","2,916,738.00",10.26,United States,New York Stock Exchange Inc.,USD,1.00,--
MSCI,MSCI INC,Financials,Equity,"29,869,433.82",0.10,"29,869,433.82","57,006.00",523.97,United States,New York Stock Exchange Inc.,USD,1.00,--
HES,HESS CORP,Energy,Equity,"29,816,722.80",0.10,"29,816,722.80","206,487.00",144.40,United States,New York Stock Exchange Inc.,USD,1.00,--
AEP,AMERICAN ELECTRIC POWER INC,Utilities,Equity,"29,806,598.75",0.10,"29,806,598.75","380,915.00",78.25,United States,NASDAQ,USD,1.00,--
CNC,CENTENE CORP,Health Care,Equity,"29,800,658.12",0.10,"29,800,658.12","401,572.00",74.21,United States,New York Stock Exchange Inc.,USD,1.00,--
ODFL,OLD DOMINION FREIGHT LINE INC,Industrials,Equity,"29,588,818.75",0.09,"29,588,818.75","73,285.00",403.75,United States,NASDAQ,USD,1.00,--
PSA,PUBLIC STORAGE REIT,Real Estate,Equity,"29,508,802.56",0.09,"29,508,802.56","115,848.00",254.72,United States,New York Stock Exchange Inc.,USD,1.00,--
NUE,NUCOR CORP,Materials,Equity,"29,475,353.60",0.09,"29,475,353.60","187,264.00",157.40,United States,New York Stock Exchange Inc.,USD,1.00,--
ADM,ARCHER DANIELS MIDLAND,Consumer Staples,Equity,"29,459,208.90",0.09,"29,459,208.90","396,330.00",74.33,United States,New York Stock Exchange Inc.,USD,1.00,--
DHI,D R HORTON INC,Consumer Discretionary,Equity,"29,447,427.66",0.09,"29,447,427.66","231,833.00",127.02,United States,New York Stock Exchange Inc.,USD,1.00,--
IDXX,IDEXX LABORATORIES INC,Health Care,Equity,"29,311,584.07",0.09,"29,311,584.07","61,279.00",478.33,United States,NASDAQ,USD,1.00,--
SPG,SIMON PROPERTY GROUP REIT INC,Real Estate,Equity,"29,250,736.20",0.09,"29,250,736.20","241,542.00",121.10,United States,New York Stock Exchange Inc.,USD,1.00,--
D,DOMINION ENERGY INC,Utilities,Equity,"28,877,656.20",0.09,"28,877,656.20","619,028.00",46.65,United States,New York Stock Exchange Inc.,USD,1.00,--
IQV,IQVIA HOLDINGS INC,Health Care,Equity,"28,727,287.20",0.09,"28,727,287.20","137,110.00",209.52,United States,New York Stock Exchange Inc.,USD,1.00,--
GM,GENERAL MOTORS,Consumer Discretionary,Equity,"28,644,268.90",0.09,"28,644,268.90","1,019,369.00",28.10,United States,New York Stock Exchange Inc.,USD,1.00,--
EXC,EXELON CORP,Utilities,Equity,"28,603,563.62",0.09,"28,603,563.62","736,067.00",38.86,United States,NASDAQ,USD,1.00,--
STZ,CONSTELLATION BRANDS INC CLASS A,Consumer Staples,Equity,"28,578,666.24",0.09,"28,578,666.24","119,556.00",239.04,United States,New York Stock Exchange Inc.,USD,1.00,--
PAYX,PAYCHEX INC,Industrials,Equity,"28,438,090.20",0.09,"28,438,090.20","239,076.00",118.95,United States,NASDAQ,USD,1.00,--
GIS,GENERAL MILLS INC,Consumer Staples,Equity,"28,152,542.08",0.09,"28,152,542.08","433,984.00",64.87,United States,New York Stock Exchange Inc.,USD,1.00,--
EA,ELECTRONIC ARTS INC,Communication,Equity,"27,576,142.44",0.09,"27,576,142.44","202,587.00",136.12,United States,NASDAQ,USD,1.00,--
PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,Equity,"27,464,537.43",0.09,"27,464,537.43","1,394,847.00",19.69,United States,New York Stock Exchange Inc.,USD,1.00,--
AMP,AMERIPRISE FINANCE INC,Financials,Equity,"27,319,178.28",0.09,"27,319,178.28","77,939.00",350.52,United States,New York Stock Exchange Inc.,USD,1.00,--
BK,BANK OF NEW YORK MELLON CORP,Financials,Equity,"27,227,760.30",0.09,"27,227,760.30","576,615.00",47.22,United States,New York Stock Exchange Inc.,USD,1.00,--
SYY,SYSCO CORP,Consumer Staples,Equity,"27,150,988.20",0.09,"27,150,988.20","376,940.00",72.03,United States,New York Stock Exchange Inc.,USD,1.00,--
A,AGILENT TECHNOLOGIES INC,Health Care,Equity,"27,095,534.70",0.09,"27,095,534.70","218,530.00",123.99,United States,New York Stock Exchange Inc.,USD,1.00,--
DOW,DOW INC,Materials,Equity,"26,943,211.80",0.09,"26,943,211.80","524,187.00",51.40,United States,New York Stock Exchange Inc.,USD,1.00,--
YUM,YUM BRANDS INC,Consumer Discretionary,Equity,"26,919,577.44",0.09,"26,919,577.44","208,776.00",128.94,United States,New York Stock Exchange Inc.,USD,1.00,--
GWW,WW GRAINGER INC,Industrials,Equity,"26,900,202.96",0.09,"26,900,202.96","33,252.00",808.98,United States,New York Stock Exchange Inc.,USD,1.00,--
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Industrials,Equity,"26,855,831.60",0.09,"26,855,831.60","509,405.00",52.72,United States,New York Stock Exchange Inc.,USD,1.00,--
CTSH,COGNIZANT TECHNOLOGY SOLUTIONS COR,Information Technology,Equity,"26,815,605.12",0.09,"26,815,605.12","378,324.00",70.88,United States,NASDAQ,USD,1.00,--
O,REALTY INCOME REIT CORP,Real Estate,Equity,"26,658,944.94",0.09,"26,658,944.94","500,074.00",53.31,United States,New York Stock Exchange Inc.,USD,1.00,--
PCG,PG&E CORP,Utilities,Equity,"26,634,810.54",0.09,"26,634,810.54","1,482,182.00",17.97,United States,New York Stock Exchange Inc.,USD,1.00,--
AME,AMETEK INC,Industrials,Equity,"26,581,751.35",0.09,"26,581,751.35","170,779.00",155.65,United States,New York Stock Exchange Inc.,USD,1.00,--
ALL,ALLSTATE CORP,Financials,Equity,"26,568,578.52",0.09,"26,568,578.52","195,228.00",136.09,United States,New York Stock Exchange Inc.,USD,1.00,--
LHX,L3HARRIS TECHNOLOGIES INC,Industrials,Equity,"26,355,366.45",0.08,"26,355,366.45","140,315.00",187.83,United States,New York Stock Exchange Inc.,USD,1.00,--
OTIS,OTIS WORLDWIDE CORP,Industrials,Equity,"26,149,118.76",0.08,"26,149,118.76","307,854.00",84.94,United States,New York Stock Exchange Inc.,USD,1.00,--
PRU,PRUDENTIAL FINANCIAL INC,Financials,Equity,"25,884,530.00",0.08,"25,884,530.00","272,125.00",95.12,United States,New York Stock Exchange Inc.,USD,1.00,--
FTNT,FORTINET INC,Information Technology,Equity,"25,872,825.71",0.08,"25,872,825.71","488,443.00",52.97,United States,NASDAQ,USD,1.00,--
KVUE,KENVUE INC,Consumer Staples,Equity,"25,809,576.12",0.08,"25,809,576.12","1,287,903.00",20.04,United States,New York Stock Exchange Inc.,USD,1.00,--
FERG,FERGUSON PLC,Industrials,Equity,"25,702,517.94",0.08,"25,702,517.94","153,714.00",167.21,United States,New York Stock Exchange Inc.,USD,1.00,--
FAST,FASTENAL,Industrials,Equity,"25,671,070.32",0.08,"25,671,070.32","421,736.00",60.87,United States,NASDAQ,USD,1.00,--
BKR,BAKER HUGHES CLASS A,Energy,Equity,"25,317,775.32",0.08,"25,317,775.32","753,954.00",33.58,United States,NASDAQ,USD,1.00,--
VRSK,VERISK ANALYTICS INC,Industrials,Equity,"25,293,641.31",0.08,"25,293,641.31","105,377.00",240.03,United States,NASDAQ,USD,1.00,--
KMI,KINDER MORGAN INC,Energy,Equity,"25,249,226.73",0.08,"25,249,226.73","1,460,337.00",17.29,United States,New York Stock Exchange Inc.,USD,1.00,--
CSGP,COSTAR GROUP INC,Real Estate,Equity,"25,204,219.95",0.08,"25,204,219.95","300,587.00",83.85,United States,NASDAQ,USD,1.00,--
HAL,HALLIBURTON,Energy,Equity,"25,175,745.27",0.08,"25,175,745.27","664,443.00",37.89,United States,New York Stock Exchange Inc.,USD,1.00,--
XEL,XCEL ENERGY INC,Utilities,Equity,"24,760,406.91",0.08,"24,760,406.91","409,737.00",60.43,United States,NASDAQ,USD,1.00,--
BIIB,BIOGEN INC,Health Care,Equity,"24,689,868.75",0.08,"24,689,868.75","106,767.00",231.25,United States,NASDAQ,USD,1.00,--
RSG,REPUBLIC SERVICES INC,Industrials,Equity,"24,596,897.21",0.08,"24,596,897.21","153,721.00",160.01,United States,New York Stock Exchange Inc.,USD,1.00,--
CTVA,CORTEVA INC,Materials,Equity,"24,498,246.60",0.08,"24,498,246.60","528,435.00",46.36,United States,New York Stock Exchange Inc.,USD,1.00,--
IT,GARTNER INC,Information Technology,Equity,"24,376,401.06",0.08,"24,376,401.06","56,909.00",428.34,United States,New York Stock Exchange Inc.,USD,1.00,--
DD,DUPONT DE NEMOURS INC,Materials,Equity,"24,325,837.68",0.08,"24,325,837.68","341,128.00",71.31,United States,New York Stock Exchange Inc.,USD,1.00,--
COR,CENCORA INC,Health Care,Equity,"24,053,452.80",0.08,"24,053,452.80","120,460.00",199.68,United States,New York Stock Exchange Inc.,USD,1.00,--
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,Equity,"23,986,960.20",0.08,"23,986,960.20","371,028.00",64.65,United States,New York Stock Exchange Inc.,USD,1.00,--
PPG,PPG INDUSTRIES INC,Materials,Equity,"23,889,864.32",0.08,"23,889,864.32","174,838.00",136.64,United States,New York Stock Exchange Inc.,USD,1.00,--
FIS,FIDELITY NATIONAL INFORMATION SERV,Financials,Equity,"23,825,208.46",0.08,"23,825,208.46","437,722.00",54.43,United States,New York Stock Exchange Inc.,USD,1.00,--
SQ,BLOCK INC CLASS A,Financials,Equity,"23,743,864.04",0.08,"23,743,864.04","402,302.00",59.02,United States,New York Stock Exchange Inc.,USD,1.00,--
LEN,LENNAR A CORP,Consumer Discretionary,Equity,"23,584,616.97",0.08,"23,584,616.97","185,079.00",127.43,United States,New York Stock Exchange Inc.,USD,1.00,--
CMI,CUMMINS INC,Industrials,Equity,"23,564,569.60",0.08,"23,564,569.60","104,960.00",224.51,United States,New York Stock Exchange Inc.,USD,1.00,--
URI,UNITED RENTALS INC,Industrials,Equity,"23,488,906.12",0.08,"23,488,906.12","50,686.00",463.42,United States,New York Stock Exchange Inc.,USD,1.00,--
ED,CONSOLIDATED EDISON INC,Utilities,Equity,"23,408,290.96",0.08,"23,408,290.96","258,598.00",90.52,United States,New York Stock Exchange Inc.,USD,1.00,--
ROK,ROCKWELL AUTOMATION INC,Industrials,Equity,"23,193,183.20",0.07,"23,193,183.20","85,019.00",272.80,United States,New York Stock Exchange Inc.,USD,1.00,--
KDP,KEURIG DR PEPPER INC,Consumer Staples,Equity,"22,820,820.89",0.07,"22,820,820.89","704,129.00",32.41,United States,NASDAQ,USD,1.00,--
ACGL,ARCH CAPITAL GROUP LTD,Financials,Equity,"22,751,910.45",0.07,"22,751,910.45","264,711.00",85.95,United States,NASDAQ,USD,1.00,--
VMW,VMWARE CLASS A,Information Technology,Equity,"22,668,615.00",0.07,"22,668,615.00","159,078.00",142.50,United States,New York Stock Exchange Inc.,USD,1.00,--
DDOG,DATADOG INC CLASS A,Information Technology,Equity,"22,617,293.78",0.07,"22,617,293.78","201,706.00",112.13,United States,NASDAQ,USD,1.00,--
SGEN,SEAGEN INC,Health Care,Equity,"22,260,275.18",0.07,"22,260,275.18","104,474.00",213.07,United States,NASDAQ,USD,1.00,--
OKE,ONEOK INC,Energy,Equity,"22,042,995.48",0.07,"22,042,995.48","330,678.00",66.66,United States,New York Stock Exchange Inc.,USD,1.00,--
ON,ON SEMICONDUCTOR CORP,Information Technology,Equity,"21,851,923.12",0.07,"21,851,923.12","318,727.00",68.56,United States,NASDAQ,USD,1.00,--
GPN,GLOBAL PAYMENTS INC,Financials,Equity,"21,818,239.86",0.07,"21,818,239.86","194,147.00",112.38,United States,New York Stock Exchange Inc.,USD,1.00,--
TTD,TRADE DESK INC CLASS A,Communication,Equity,"21,757,909.93",0.07,"21,757,909.93","325,571.00",66.83,United States,NASDAQ,USD,1.00,--
CDW,CDW CORP,Information Technology,Equity,"21,715,238.22",0.07,"21,715,238.22","100,061.00",217.02,United States,NASDAQ,USD,1.00,--
DVN,DEVON ENERGY CORP,Energy,Equity,"21,577,041.56",0.07,"21,577,041.56","477,791.00",45.16,United States,New York Stock Exchange Inc.,USD,1.00,--
IR,INGERSOLL RAND INC,Industrials,Equity,"21,346,571.19",0.07,"21,346,571.19","301,889.00",70.71,United States,New York Stock Exchange Inc.,USD,1.00,--
VICI,VICI PPTYS INC,Real Estate,Equity,"21,327,210.06",0.07,"21,327,210.06","745,446.00",28.61,United States,New York Stock Exchange Inc.,USD,1.00,--
GEHC,GE HEALTHCARE TECHNOLOGIES INC,Health Care,Equity,"21,292,112.00",0.07,"21,292,112.00","289,295.00",73.60,United States,NASDAQ,USD,1.00,--
MLM,MARTIN MARIETTA MATERIALS INC,Materials,Equity,"21,271,213.60",0.07,"21,271,213.60","45,962.00",462.80,United States,New York Stock Exchange Inc.,USD,1.00,--
KR,KROGER,Consumer Staples,Equity,"21,255,723.58",0.07,"21,255,723.58","485,069.00",43.82,United States,New York Stock Exchange Inc.,USD,1.00,--
DASH,DOORDASH INC CLASS A,Consumer Discretionary,Equity,"21,248,842.85",0.07,"21,248,842.85","222,851.00",95.35,United States,NASDAQ,USD,1.00,--
HSY,HERSHEY FOODS,Consumer Staples,Equity,"20,948,338.08",0.07,"20,948,338.08","109,328.00",191.61,United States,New York Stock Exchange Inc.,USD,1.00,--
EL,ESTEE LAUDER INC CLASS A,Consumer Staples,Equity,"20,894,803.07",0.07,"20,894,803.07","170,389.00",122.63,United States,New York Stock Exchange Inc.,USD,1.00,--
VMC,VULCAN MATERIALS,Materials,Equity,"20,802,434.90",0.07,"20,802,434.90","98,171.00",211.90,United States,New York Stock Exchange Inc.,USD,1.00,--
FANG,DIAMONDBACK ENERGY INC,Energy,Equity,"20,730,666.00",0.07,"20,730,666.00","134,475.00",154.16,United States,NASDAQ,USD,1.00,--
KHC,KRAFT HEINZ,Consumer Staples,Equity,"20,582,025.12",0.07,"20,582,025.12","593,484.00",34.68,United States,NASDAQ,USD,1.00,--
DG,DOLLAR GENERAL CORP,Consumer Staples,Equity,"20,225,144.80",0.06,"20,225,144.80","161,840.00",124.97,United States,New York Stock Exchange Inc.,USD,1.00,--
CAH,CARDINAL HEALTH INC,Health Care,Equity,"19,953,615.40",0.06,"19,953,615.40","188,455.00",105.88,United States,New York Stock Exchange Inc.,USD,1.00,--
MDB,MONGODB INC CLASS A,Information Technology,Equity,"19,813,999.05",0.06,"19,813,999.05","48,915.00",405.07,United States,NASDAQ,USD,1.00,--
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,"19,729,767.86",0.06,"19,729,767.86","155,573.00",126.82,United States,New York Stock Exchange Inc.,USD,1.00,--
PWR,QUANTA SERVICES INC,Industrials,Equity,"19,620,614.64",0.06,"19,620,614.64","106,744.00",183.81,United States,New York Stock Exchange Inc.,USD,1.00,--
WST,WEST PHARMACEUTICAL SERVICES INC,Health Care,Equity,"19,327,343.29",0.06,"19,327,343.29","55,037.00",351.17,United States,New York Stock Exchange Inc.,USD,1.00,--
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,"19,318,127.80",0.06,"19,318,127.80","106,996.00",180.55,United States,NASDAQ,USD,1.00,--
FICO,FAIR ISAAC CORP,Information Technology,Equity,"19,255,078.09",0.06,"19,255,078.09","18,077.00","1,065.17",United States,New York Stock Exchange Inc.,USD,1.00,--
MRNA,MODERNA INC,Health Care,Equity,"19,214,186.00",0.06,"19,214,186.00","245,800.00",78.17,United States,NASDAQ,USD,1.00,--
ANSS,ANSYS INC,Information Technology,Equity,"19,196,627.12",0.06,"19,196,627.12","64,306.00",298.52,United States,NASDAQ,USD,1.00,--
TTWO,TAKE TWO INTERACTIVE SOFTWARE INC,Communication,Equity,"19,149,858.00",0.06,"19,149,858.00","122,850.00",155.88,United States,NASDAQ,USD,1.00,--
WEC,WEC ENERGY GROUP INC,Utilities,Equity,"19,146,170.40",0.06,"19,146,170.40","234,980.00",81.48,United States,New York Stock Exchange Inc.,USD,1.00,--
EFX,EQUIFAX INC,Industrials,Equity,"19,045,658.94",0.06,"19,045,658.94","90,461.00",210.54,United States,New York Stock Exchange Inc.,USD,1.00,--
VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,Equity,"18,948,742.11",0.06,"18,948,742.11","107,841.00",175.71,United States,New York Stock Exchange Inc.,USD,1.00,--
AWK,AMERICAN WATER WORKS INC,Utilities,Equity,"18,845,608.68",0.06,"18,845,608.68","144,444.00",130.47,United States,New York Stock Exchange Inc.,USD,1.00,--
WTW,WILLIS TOWERS WATSON PLC,Financials,Equity,"18,837,391.38",0.06,"18,837,391.38","77,054.00",244.47,United States,NASDAQ,USD,1.00,--
SPOT,SPOTIFY TECHNOLOGY SA,Communication,Equity,"18,778,480.80",0.06,"18,778,480.80","103,634.00",181.20,United States,New York Stock Exchange Inc.,USD,1.00,--
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,Equity,"18,505,913.13",0.06,"18,505,913.13","79,353.00",233.21,United States,NASDAQ,USD,1.00,--
EIX,EDISON INTERNATIONAL,Utilities,Equity,"18,441,983.20",0.06,"18,441,983.20","279,848.00",65.90,United States,New York Stock Exchange Inc.,USD,1.00,--
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Materials,Equity,"18,340,289.52",0.06,"18,340,289.52","193,137.00",94.96,United States,New York Stock Exchange Inc.,USD,1.00,--
MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,Equity,"18,307,542.82",0.06,"18,307,542.82","33,526.00",546.07,United States,NASDAQ,USD,1.00,--
HPQ,HP INC,Information Technology,Equity,"18,293,190.78",0.06,"18,293,190.78","638,283.00",28.66,United States,New York Stock Exchange Inc.,USD,1.00,--
RCL,ROYAL CARIBBEAN GROUP LTD,Consumer Discretionary,Equity,"18,144,855.04",0.06,"18,144,855.04","172,874.00",104.96,United States,New York Stock Exchange Inc.,USD,1.00,--
AVB,AVALONBAY COMMUNITIES REIT INC,Real Estate,Equity,"18,146,343.68",0.06,"18,146,343.68","105,184.00",172.52,United States,New York Stock Exchange Inc.,USD,1.00,--
XYL,XYLEM INC,Industrials,Equity,"18,046,736.56",0.06,"18,046,736.56","176,548.00",102.22,United States,New York Stock Exchange Inc.,USD,1.00,--
CBRE,CBRE GROUP INC CLASS A,Real Estate,Equity,"17,952,981.82",0.06,"17,952,981.82","228,817.00",78.46,United States,New York Stock Exchange Inc.,USD,1.00,--
DLTR,DOLLAR TREE INC,Consumer Staples,Equity,"17,883,070.66",0.06,"17,883,070.66","154,738.00",115.57,United States,NASDAQ,USD,1.00,--
FTV,FORTIVE CORP,Industrials,Equity,"17,818,534.02",0.06,"17,818,534.02","262,694.00",67.83,United States,New York Stock Exchange Inc.,USD,1.00,--
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,"17,788,669.42",0.06,"17,788,669.42","156,274.00",113.83,United States,New York Stock Exchange Inc.,USD,1.00,--
KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,Equity,"17,790,856.20",0.06,"17,790,856.20","131,085.00",135.72,United States,New York Stock Exchange Inc.,USD,1.00,--
WY,WEYERHAEUSER REIT,Real Estate,Equity,"17,494,275.33",0.06,"17,494,275.33","546,867.00",31.99,United States,New York Stock Exchange Inc.,USD,1.00,--
HIG,HARTFORD FINANCIAL SERVICES GROUP,Financials,Equity,"17,489,162.75",0.06,"17,489,162.75","224,941.00",77.75,United States,New York Stock Exchange Inc.,USD,1.00,--
MTD,METTLER TOLEDO INC,Health Care,Equity,"17,368,373.74",0.06,"17,368,373.74","16,103.00","1,078.58",United States,New York Stock Exchange Inc.,USD,1.00,--
WBD,WARNER BROS. DISCOVERY INC SERIES,Communication,Equity,"17,350,162.70",0.06,"17,350,162.70","1,627,595.00",10.66,United States,NASDAQ,USD,1.00,--
SPLK,SPLUNK INC,Information Technology,Equity,"17,174,179.74",0.06,"17,174,179.74","113,331.00",151.54,United States,NASDAQ,USD,1.00,--
DAL,DELTA AIR LINES INC,Industrials,Equity,"17,109,755.40",0.05,"17,109,755.40","475,932.00",35.95,United States,New York Stock Exchange Inc.,USD,1.00,--
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,"17,094,770.60",0.05,"17,094,770.60","181,666.00",94.10,United States,New York Stock Exchange Inc.,USD,1.00,--
STT,STATE STREET CORP,Financials,Equity,"16,500,205.36",0.05,"16,500,205.36","236,122.00",69.88,United States,New York Stock Exchange Inc.,USD,1.00,--
EBAY,EBAY INC,Consumer Discretionary,Equity,"16,438,389.36",0.05,"16,438,389.36","394,774.00",41.64,United States,NASDAQ,USD,1.00,--
APTV,APTIV PLC,Consumer Discretionary,Equity,"16,407,548.37",0.05,"16,407,548.37","200,999.00",81.63,United States,New York Stock Exchange Inc.,USD,1.00,--
RMD,RESMED INC,Health Care,Equity,"16,397,028.84",0.05,"16,397,028.84","107,444.00",152.61,United States,New York Stock Exchange Inc.,USD,1.00,--
ICLR,ICON PLC,Health Care,Equity,"16,367,408.64",0.05,"16,367,408.64","60,192.00",271.92,United States,NASDAQ,USD,1.00,--
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,"16,212,467.90",0.05,"16,212,467.90","86,837.00",186.70,United States,New York Stock Exchange Inc.,USD,1.00,--
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,"16,054,589.76",0.05,"16,054,589.76","80,904.00",198.44,United States,NASDAQ,USD,1.00,--
DFS,DISCOVER FINANCIAL SERVICES,Financials,Equity,"15,949,132.09",0.05,"15,949,132.09","184,447.00",86.47,United States,New York Stock Exchange Inc.,USD,1.00,--
DTE,DTE ENERGY,Utilities,Equity,"15,927,054.14",0.05,"15,927,054.14","152,179.00",104.66,United States,New York Stock Exchange Inc.,USD,1.00,--
TROW,T ROWE PRICE GROUP INC,Financials,Equity,"15,905,845.28",0.05,"15,905,845.28","162,703.00",97.76,United States,NASDAQ,USD,1.00,--
GLW,CORNING INC,Information Technology,Equity,"15,821,189.12",0.05,"15,821,189.12","561,832.00",28.16,United States,New York Stock Exchange Inc.,USD,1.00,--
ETR,ENTERGY CORP,Utilities,Equity,"15,819,235.08",0.05,"15,819,235.08","156,332.00",101.19,United States,New York Stock Exchange Inc.,USD,1.00,--
HUBS,HUBSPOT INC,Information Technology,Equity,"15,770,974.49",0.05,"15,770,974.49","33,721.00",467.69,United States,New York Stock Exchange Inc.,USD,1.00,--
EQR,EQUITY RESIDENTIAL REIT,Real Estate,Equity,"15,685,352.34",0.05,"15,685,352.34","277,666.00",56.49,United States,New York Stock Exchange Inc.,USD,1.00,--
NET,CLOUDFLARE INC CLASS A,Information Technology,Equity,"15,665,915.28",0.05,"15,665,915.28","212,621.00",73.68,United States,New York Stock Exchange Inc.,USD,1.00,--
MOH,MOLINA HEALTHCARE INC,Health Care,Equity,"15,560,610.89",0.05,"15,560,610.89","42,647.00",364.87,United States,New York Stock Exchange Inc.,USD,1.00,--
ES,EVERSOURCE ENERGY,Utilities,Equity,"15,466,072.59",0.05,"15,466,072.59","259,803.00",59.53,United States,New York Stock Exchange Inc.,USD,1.00,--
